evidence_row_id	identity_label	content_sha256	package_or_source	version	lookup_name	soname	primary_capability	observed_supply_origin	semantic_role_state	termux_android_adaptation_state	exact_supply_artifact_state	profile_necessity_state	provisional_final_provider_state	authority_issue_ids	target_population_state
selected:5d210dfa49b6cf4c1077	libfribidi.so.0.4.0	9cfcdfa3bc7b3805923034a61d7e36b914251b2eb8e50bc6cd9621c10215a720	libfribidi0:arm64	1.0.16-1	libfribidi.so.0	libfribidi.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:b577593923c28a50a012	libgdk_pixbuf-2.0.so.0.4200.12	16d15168c69d4ad61862462da9fe811b5be3bef898b940a4023e15b039f5b43c	libgdk-pixbuf-2.0-0:arm64	2.42.12+dfsg-4+deb13u1	libgdk_pixbuf-2.0.so.0	libgdk_pixbuf-2.0.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:6052b6396205eed6dbb6	libgio-2.0.so.0.8400.4	1a61c559ea47c78cc2f13548b7099e5f46baf6fc92c530b52d8cc467f43daf18	libglib2.0-0t64:arm64	2.84.4-3~deb13u3	libgio-2.0.so.0	libgio-2.0.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:d8dfbc099c8bd2072e3f	libglib-2.0.so.0.8400.4	8771ab503cdf5c411ce634b9567f1fc28d8a21914681e8fa434313b02adecc1e	libglib2.0-0t64:arm64	2.84.4-3~deb13u3	libglib-2.0.so.0	libglib-2.0.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:6e7f73b2a1ff4758f39a	libgmodule-2.0.so.0.8400.4	c718b2562449679bc3cd0493f971e4f77fde0172222a4c321e346a56a47133d7	libglib2.0-0t64:arm64	2.84.4-3~deb13u3	libgmodule-2.0.so.0	libgmodule-2.0.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:1997bce83f1eb5ffef9a	libgobject-2.0.so.0.8400.4	ca8535aca3ca0bc0ac94ab8ebec162489f4a6b97918e1b24c86e206291afbf4b	libglib2.0-0t64:arm64	2.84.4-3~deb13u3	libgobject-2.0.so.0	libgobject-2.0.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:5de74dd687fd1dd5ee3a	libgraphite2.so.3.2.1	e429689818c47c7eb3033cf7410a1d8dfb49891dc6ffe9c8a54a28d5bf15b208	libgraphite2-3:arm64	1.3.14-2+b1	libgraphite2.so.3	libgraphite2.so.3	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:3b13f088b32606984a58	libgdk-3.so.0.2417.32	4e6c156bd76bf00ad727cdf5f9760e75da00b4c7f6798aeac97330f171c31be0	libgtk-3-0t64:arm64	3.24.49-3	libgdk-3.so.0	libgdk-3.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:7bf9d7a4d1980f5e0a95	libgtk-3.so.0.2417.32	7b26385c4944997b1eb1dde04112d50d3d113c87dc9b2e5191600c9fab1b62c4	libgtk-3-0t64:arm64	3.24.49-3	libgtk-3.so.0	libgtk-3.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:c41cd8cc82847fba1410	libharfbuzz.so.0.61020.0	49fa0c14f82e02af0e147b86be18055f28b85539cf3f151adf552b1d9885458c	libharfbuzz0b:arm64	10.2.0-1+deb13u1	libharfbuzz.so.0	libharfbuzz.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:a7e42baafca8ed4717e3	libjpeg.so.62.3.0	c16e513a19cbc9a5a296d71000cf59b0221c66ae3c0d0305110a44662a4b9b87	libjpeg62-turbo:arm64	1:2.1.5-4	libjpeg.so.62	libjpeg.so.62	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:ff6dae6f57afefe0d2b1	libmount.so.1.1.0	3e92bbc2903ed7b319ea68c1c53b468c066db854c5ca3178e1d6e868d4a52877	libmount1:arm64	2.41-5	libmount.so.1	libmount.so.1	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:1ae5e5d5ff7893c87e25	libpango-1.0.so.0.5600.3	df07bdd25d01d963733956c0947a7ae717ff7b147987417d54acc95384a04233	libpango-1.0-0:arm64	1.56.3-1	libpango-1.0.so.0	libpango-1.0.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:d73a4eb5d9d5ee688632	libpangocairo-1.0.so.0.5600.3	0a2421f1c23b7b0456136f12d453e98888f5c8a26cfdba58e9bb697e2947ffa5	libpangocairo-1.0-0:arm64	1.56.3-1	libpangocairo-1.0.so.0	libpangocairo-1.0.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:beb2bb532f0a84c2835f	libpangoft2-1.0.so.0.5600.3	732e5e0a7abb18cc4bb229248d3c4e5ab98682ebe9072333366ac87f878b7db2	libpangoft2-1.0-0:arm64	1.56.3-1	libpangoft2-1.0.so.0	libpangoft2-1.0.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:84b77925eeb02b53f18e	libpixman-1.so.0.44.0	65d35c86104c4eef92fa3a6cdab0bb9a15e981ea95c6cef2cee8e9cc92efc197	libpixman-1-0:arm64	0.44.0-3	libpixman-1.so.0	libpixman-1.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:4a768de6fd1891617456	libpng16.so.16.48.0	7113982f81eef42c185f09262d20cd7024da0919df0b092f7918768bad7d6e1e	libpng16-16t64:arm64	1.6.48-1+deb13u5	libpng16.so.16	libpng16.so.16	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:7e82ba054b7d9f26f80e	libselinux.so.1	18a3d9b827b34c87c51cd5954868a8bf9aa206717b414987074b5fb11f74e952	libselinux1:arm64	3.8.1-1	libselinux.so.1	libselinux.so.1	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:fec77ea4c45ec1a2990d	libthai.so.0.3.1	d43ce32ea48bfb639c884200ed0a69efc61defb6ad7af48d96ba2e25053a89f7	libthai0:arm64	0.1.29-2+b1	libthai.so.0	libthai.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:325be465ce7f532f8ff1	libXcomposite.so.1.0.0	e24cb3d98fb587d5258a882a2515eae167545a65a6e2b12095382a8346b20a48	libxcomposite1:arm64	1:0.4.6-1	libXcomposite.so.1	libXcomposite.so.1	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:e57423d1cb58b1b78ba4	libXcursor.so.1.0.2	69a0a80908bbd066a8f28a771047e827645738c25d89a7ba1d1eef7e0aaddf43	libxcursor1:arm64	1:1.2.3-1	libXcursor.so.1	libXcursor.so.1	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:b0a8934c10bddecfc8ae	libXdamage.so.1.1.0	032523eb33646cf6e1fad0f6c966cd86b33e3979db8c4901647d30854ca2779e	libxdamage1:arm64	1:1.1.6-1+b2	libXdamage.so.1	libXdamage.so.1	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:83bc985c49ec2d778e60	libXfixes.so.3.1.0	6d8be637030dca8c9438bbe08874f0e93ba0f561732f3b1882767d9ed8557ac5	libxfixes3:arm64	1:6.0.0-2+b4	libXfixes.so.3	libXfixes.so.3	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:b869b82b3c70ee88cb30	libXi.so.6.1.0	9acd854a82b89ad8e5287655d1f6e853eb211dbcc5225b9cee0288f7710bf761	libxi6:arm64	2:1.8.2-1	libXi.so.6	libXi.so.6	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:26a520f7c61bdc61e17c	libXinerama.so.1.0.0	74d25813efc70fe32a23f4253c8000d2098366306887b5eb415bb8c7c6627aa6	libxinerama1:arm64	2:1.1.4-3+b4	libXinerama.so.1	libXinerama.so.1	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
selected:0eab80f8c75b58f5c92a	libxkbcommon.so.0.0.0	5c0339c4f349659393c1650cedbddddce7112ca5b9b884bef1f94d3ccc201380	libxkbcommon0:arm64	1.7.0-2	libxkbcommon.so.0	libxkbcommon.so.0	electron.gui.gtk3	DEBIAN_ROOTFS_ORACLE_BYTES	UNREVIEWED_GENERIC_OR_PLATFORM	NOT_ASSESSED	NOT_LOCKED_PRIORITY	FIRST_GEN_PRESSURE	UNRESOLVED	AUTH-009	BLOCKED
