profile_id	package	version	architecture	repository_filename	artifact_sha256	artifact_bytes	artifact_identity_state	artifact_role
gtk-font-device-compat-provider	libffi-glibc	3.4.7	aarch64	pool/stable/libf/libffi-glibc/libffi-glibc_3.4.7_aarch64.deb	19811ab9f293fd711ea5d2d27ca31bad4f6c47c139282b338e325f3de4c3ae7b	34768	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
gtk-font-device-compat-provider	libwayland-glibc	1.23.1	aarch64	pool/stable/libw/libwayland-glibc/libwayland-glibc_1.23.1_aarch64.deb	dedc307a6a818b028343e00eb8465a80e990f3d5ec93a37fc28f86f814673e49	133428	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
gtk-font-device-compat-provider	pcre2-glibc	10.45	aarch64	pool/stable/p/pcre2-glibc/pcre2-glibc_10.45_aarch64.deb	31b77b0abaa38dc24af90912a2fd046984d5fd28a8bb8205a19822a6d400d6c2	1110948	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
gtk-font-device-compat-provider	zlib-glibc	1.3.1	aarch64	pool/stable/z/zlib-glibc/zlib-glibc_1.3.1_aarch64.deb	9e9ea87059482894e4c6cef1101bf47be2fc47012d90fd26bc3c7621e2d33a31	74572	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
optional-termux-exec-provider	termux-exec-glibc	1:1.0	aarch64	pool/stable/t/termux-exec-glibc/termux-exec-glibc_1:1.0_aarch64.deb	c85fbe79b77c20951ab9daddcb0b4a945bc05d91aa7141bb0ca8a0c4a8344abc	4552	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
printing-provider	e2fsprogs-glibc	1.47.2	aarch64	pool/stable/e/e2fsprogs-glibc/e2fsprogs-glibc_1.47.2_aarch64.deb	b1ae59a6213520b1cc0bf5bc8b0b7af8abd5c238ab9688fe0d0c5cbb64267599	803324	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
printing-provider	krb5-glibc	1.21.3	aarch64	pool/stable/k/krb5-glibc/krb5-glibc_1.21.3_aarch64.deb	13972590dda51ac16fd201bef82bc22f11c88ebf36bd060c5b0c07a144ed742a	1180668	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
printing-provider	libcap-glibc	2.69-1	aarch64	pool/stable/libc/libcap-glibc/libcap-glibc_2.69-1_aarch64.deb	8beffad4a426122b276b1b632fb4749837456393934a138d6dd77259cb6fcbad	87980	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
printing-provider	libffi-glibc	3.4.7	aarch64	pool/stable/libf/libffi-glibc/libffi-glibc_3.4.7_aarch64.deb	19811ab9f293fd711ea5d2d27ca31bad4f6c47c139282b338e325f3de4c3ae7b	34768	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
printing-provider	libgmp-glibc	6.3.0-2	aarch64	pool/stable/libg/libgmp-glibc/libgmp-glibc_6.3.0-2_aarch64.deb	949244528741732444a89976237e8dedd72cc93143a808cef8d00a790aece631	343000	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
printing-provider	libidn2-glibc	2.3.7	aarch64	pool/stable/libi/libidn2-glibc/libidn2-glibc_2.3.7_aarch64.deb	36a478c9a797900e12907f7ab21d0a611e0c6195f297f1fa3bae58ba2e5f8e07	110388	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
printing-provider	libunistring-glibc	1.3	aarch64	pool/stable/libu/libunistring-glibc/libunistring-glibc_1.3_aarch64.deb	4adb3b76dfaf0ab7e4fb12d8e31f681e0a55653efa67a10d7f4f35e6930d3675	571136	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
printing-provider	zlib-glibc	1.3.1	aarch64	pool/stable/z/zlib-glibc/zlib-glibc_1.3.1_aarch64.deb	9e9ea87059482894e4c6cef1101bf47be2fc47012d90fd26bc3c7621e2d33a31	74572	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
world-substrate-selected	glibc	2.42	aarch64	pool/stable/g/glibc/glibc_2.42_aarch64.deb	59e47a50b77ba9c0c1cc7cd0dafbb1558528cb544a740858faad0263e8b9b27f	9599004	PASS	SUPPLY_ONLY_NOT_PACKAGE_WIDE_RUNTIME_AUTHORITY
