artifact_id	package	version	architecture	priority_tier	repository_metadata_id	repository_filename	artifact_size	artifact_sha256	exact_index_identity_state	artifact_acquisition_state	artifact_retention_state	future_acquisition_state	installed_artifact_equivalence	recipe_lineage_state	candidate_recipe_tree_ids	artifact_to_recipe_binding_state	source_archive_binding_state	target_population_state
artifact:c85fbe79b77c20951ab9dadd	termux-exec-glibc	1:1.0	aarch64	T0_WORLD_PLATFORM	repository-metadata:01	pool/stable/t/termux-exec-glibc/termux-exec-glibc_1:1.0_aarch64.deb	4552	c85fbe79b77c20951ab9daddcb0b4a945bc05d91aa7141bb0ca8a0c4a8344abc	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	32e16801037916422addae128e07745fcd0bc3e9	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:402c5b919f670e9d12438071	brotli-glibc	1.1.0	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/b/brotli-glibc/brotli-glibc_1.1.0_aarch64.deb	343044	402c5b919f670e9d12438071c3daf02c6ed9d561f4dac2e7acd1b5939ec621ed	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	b93dea91e600d380f42b01bae7d2e808546b959a	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:b1ae59a6213520b1cc0bf5bc	e2fsprogs-glibc	1.47.2	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/e/e2fsprogs-glibc/e2fsprogs-glibc_1.47.2_aarch64.deb	803324	b1ae59a6213520b1cc0bf5bc8b0b7af8abd5c238ab9688fe0d0c5cbb64267599	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	e0e140e5cb36f660188ee633e4eae6479e3f2ef8	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:919c2e80a629d674dd450b0a	gcc-libs-glibc	14.2.1-1	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/g/gcc-libs-glibc/gcc-libs-glibc_14.2.1-1_aarch64.deb	24314568	919c2e80a629d674dd450b0a0edd11378284f1ed9d2a8fd3c9c91d7ac72f041f	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	5c6db1111e6af1cecc905f83e22c88f5b8ccb398	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:13972590dda51ac16fd201be	krb5-glibc	1.21.3	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/k/krb5-glibc/krb5-glibc_1.21.3_aarch64.deb	1180668	13972590dda51ac16fd201bef82bc22f11c88ebf36bd060c5b0c07a144ed742a	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	681f9cd4779e2af7713b3cb37f7c94a076056227	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:b6692956495dfd59ce70a854	libblkid-glibc	2.40.2-1	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libb/libblkid-glibc/libblkid-glibc_2.40.2-1_aarch64.deb	116032	b6692956495dfd59ce70a854db5af86bae5f63791440e2cc5f21c26194b965fe	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	e91a0c476ef4355dbfff46e2bcab23d0085ddd01	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:984f6f80b4cd115d8adf99ae	libbz2-glibc	1.0.8-3	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libb/libbz2-glibc/libbz2-glibc_1.0.8-3_aarch64.deb	32892	984f6f80b4cd115d8adf99aee79f3cbbc5c073bc1fc708e8decd0a13323df4f0	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	127065e922e893ef54d0dcad0c79964535d78acd	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:8beffad4a426122b276b1b63	libcap-glibc	2.69-1	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libc/libcap-glibc/libcap-glibc_2.69-1_aarch64.deb	87980	8beffad4a426122b276b1b632fb4749837456393934a138d6dd77259cb6fcbad	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	6ea98ca0f193e0db74f8441f0a63a98077b3fc1a	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:08efad935d3e88f5f359346b	libdrm-glibc	2.4.124	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libd/libdrm-glibc/libdrm-glibc_2.4.124_aarch64.deb	330252	08efad935d3e88f5f359346b56894f46fd287072361b7f76884ebb88dfa4b19e	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	d29d466cef8d119f868f23266510c646a13ba03a	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:f911eb4f29a2f1f048562db8	libexpat-glibc	2.6.4	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libe/libexpat-glibc/libexpat-glibc_2.6.4_aarch64.deb	107364	f911eb4f29a2f1f048562db880152b633334b59a2a705b4c5077b5c579ec7d5a	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	b1b735cd8ea1225980312baea62ec10b0c2cb869	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:19811ab9f293fd711ea5d2d2	libffi-glibc	3.4.7	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libf/libffi-glibc/libffi-glibc_3.4.7_aarch64.deb	34768	19811ab9f293fd711ea5d2d27ca31bad4f6c47c139282b338e325f3de4c3ae7b	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	3e2d7bc74cf8646c3df5d2db53b48e83e127fa69	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:949244528741732444a89976	libgmp-glibc	6.3.0-2	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libg/libgmp-glibc/libgmp-glibc_6.3.0-2_aarch64.deb	343000	949244528741732444a89976237e8dedd72cc93143a808cef8d00a790aece631	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	4f311f331149e2b24f2a4b33c80c9425a0aa87e8	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:36a478c9a797900e12907f7a	libidn2-glibc	2.3.7	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libi/libidn2-glibc/libidn2-glibc_2.3.7_aarch64.deb	110388	36a478c9a797900e12907f7ab21d0a611e0c6195f297f1fa3bae58ba2e5f8e07	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	01ae704b781a64e7412ab26ee67b938142794c7b	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:4adb3b76dfaf0ab7e4fb12d8	libunistring-glibc	1.3	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libu/libunistring-glibc/libunistring-glibc_1.3_aarch64.deb	571136	4adb3b76dfaf0ab7e4fb12d8e31f681e0a55653efa67a10d7f4f35e6930d3675	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	f0116f1106f195bc9c503f15eb89dfd9377a255d	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:dedc307a6a818b028343e00e	libwayland-glibc	1.23.1	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/libw/libwayland-glibc/libwayland-glibc_1.23.1_aarch64.deb	133428	dedc307a6a818b028343e00eb8465a80e990f3d5ec93a37fc28f86f814673e49	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_MULTIPLE_TREE_MATCH	d0c7dcd812e720f00a781c0410af150fbfffdae0;fb5924ca0b3f42a87d0d865e11a8aa9f6163e5a2	MULTIPLE_CANDIDATE_RECIPE_TREES_UNBOUND	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:31b77b0abaa38dc24af90912	pcre2-glibc	10.45	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/p/pcre2-glibc/pcre2-glibc_10.45_aarch64.deb	1110948	31b77b0abaa38dc24af90912a2fd046984d5fd28a8bb8205a19822a6d400d6c2	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	289d4fe227c0b3303ccc84f5d19722719a773dcc	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
artifact:9e9ea87059482894e4c6cef1	zlib-glibc	1.3.1	aarch64	T1_SELECTED_RUNTIME_PRESSURE	repository-metadata:01	pool/stable/z/zlib-glibc/zlib-glibc_1.3.1_aarch64.deb	74572	9e9ea87059482894e4c6cef1101bf47be2fc47012d90fd26bc3c7621e2d33a31	PASS_EXACT_PACKAGES_INDEX_SIZE_SHA256_CONTROL	DOWNLOADED_VERIFIED	WORKSPACE_COPY_OBSERVED_NO_CANONICAL_IMMUTABLE_SNAPSHOT_CONTRACT	CURRENT_HOST_PATH_VERIFIED_FUTURE_AVAILABILITY_UNPROVEN	ALL_ARCHIVE_MEMBERS_MATCH_LIVE	RECIPE_VERSION_UNIQUE_TREE_MATCH	a108c5dbdc8e327eeefa026e43c82c645dd21203	UNIQUE_VERSION_RECIPE_CANDIDATE_NOT_BUILD_ATTESTED	CURRENT_RECIPE_SOURCE_FIELDS_CAPTURED_INSTALLED_ARTIFACT_BINDING_UNPROVEN	BLOCKED
