coverage_kind	source_id	sequence	implementation_symbol	enforcement_layer	synthetic_case	current_state	authority_effect
STATE	LSLA-ST-011	11	model_state_executor_verified	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-012	12	model_state_trusted_time_verified	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-013	13	model_state_replay_registry_verified	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-014	14	model_state_replay_prechecked	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-015	15	model_state_protected_before_captured	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-016	16	model_state_output_root_verified	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-017	17	model_state_resource_limits_verified	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-018	18	model_state_orchestration_verified	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-019	19	model_state_provider_open_gate_armed	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-020	20	model_state_orchestration_running	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-021	21	model_state_evidence_receipt_verified	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-022	22	model_state_replay_tuple_appended	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-023	23	model_state_protected_after_captured	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-024	24	model_state_invariance_verified	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-025	25	model_state_result_indexed	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
STATE	LSLA-ST-026	26	model_state_finalized	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-001	1	model_operation_package	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-002	2	model_operation_package	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-003	3	model_operation_sources	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-004	4	model_operation_sources	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-005	5	model_operation_sources	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-006	6	model_operation_sources	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-007	7	model_operation_owner	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-008	8	model_operation_owner	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-009	9	model_operation_token	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-010	10	model_operation_token	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-011	11	model_operation_coordinates	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-012	12	model_operation_coordinates	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-013	13	model_operation_revocation	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-014	14	model_operation_revocation	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-015	15	model_operation_execution_auth	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-016	16	model_operation_execution_auth	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-017	17	model_operation_baseline	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-018	18	model_operation_baseline	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-019	19	model_operation_remote	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-020	20	model_operation_remote	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-021	21	model_operation_executor	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-022	22	model_operation_executor	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-023	23	model_operation_time	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-024	24	model_operation_time	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-025	25	model_operation_replay	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-026	26	model_operation_replay	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-027	27	model_operation_replay	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-028	28	model_operation_replay	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-029	29	model_operation_protected	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-030	30	model_operation_output	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-031	31	model_operation_output	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
OPERATION	LSLA-OP-032	32	model_operation_limits	SYNTHETIC_DOCUMENT_AND_STATE_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_LIVE_DOCUMENTS_REPLAY_WRITES_SELECTED_PROVIDER_OPENS_READS_PROVIDER_BYTES_LOCAL_MAPS_LIVE_AUTHORITY
