evidence_row_id	package	version	path	content_sha256	lookup_name	soname	capability_memberships	direct_consumer_count	passive_map_state	passive_map_category	semantic_authority	profile_scope	runtime_inclusion_state	provider_authority_state	source_recipe_state	candidate_recipe_trees	artifact_sha256	update_domain
selected:8fdf508a690beba4a440	libblkid-glibc	2.40.2-1	/data/data/com.termux/files/usr/glibc/lib/libblkid.so.1.1.0	21d47963d42a5b1c4008c88a311c17142f57ee2f19cd30770f0befa364908fb3	libblkid.so.1	libblkid.so.1	electron.gui.gtk3	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_COMPAT_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	e91a0c476ef4355dbfff46e2bcab23d0085ddd01	b6692956495dfd59ce70a854db5af86bae5f63791440e2cc5f21c26194b965fe	GENERIC_PROVIDER_UPDATE
selected:c7119883ae6fa812e032	brotli-glibc	1.1.0	/data/data/com.termux/files/usr/glibc/lib/libbrotlicommon.so.1.1.0	46ae61c88b9a2f32b13dfe81a3353a6aef2c83f3cbacf5270197878c47aab9be	libbrotlicommon.so.1	libbrotlicommon.so.1	electron.gui.gtk3	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_FONT_COMPAT_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	b93dea91e600d380f42b01bae7d2e808546b959a	402c5b919f670e9d12438071c3daf02c6ed9d561f4dac2e7acd1b5939ec621ed	GENERIC_PROVIDER_UPDATE
selected:bff711efae3acc3ae92b	brotli-glibc	1.1.0	/data/data/com.termux/files/usr/glibc/lib/libbrotlidec.so.1.1.0	8faac8e6d945bf1d5f113d986502bf28883fa0cf7a0feb529840124d2b804a87	libbrotlidec.so.1	libbrotlidec.so.1	electron.gui.gtk3	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_FONT_COMPAT_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	b93dea91e600d380f42b01bae7d2e808546b959a	402c5b919f670e9d12438071c3daf02c6ed9d561f4dac2e7acd1b5939ec621ed	GENERIC_PROVIDER_UPDATE
selected:4b1c2718defbff49e8bf	libbz2-glibc	1.0.8-3	/data/data/com.termux/files/usr/glibc/lib/libbz2.so.1.0.8	93de8c4bb245b253dfc357349a9b81e5ed6fb01ac1c9513e0c36fbf5c5a84167	libbz2.so.1.0	libbz2.so.1.0	electron.gui.gtk3	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_FONT_COMPAT_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	127065e922e893ef54d0dcad0c79964535d78acd	984f6f80b4cd115d8adf99aee79f3cbbc5c073bc1fc708e8decd0a13323df4f0	GENERIC_PROVIDER_UPDATE
selected:26b43bfef72cfc877f24	libcap-glibc	2.69-1	/data/data/com.termux/files/usr/glibc/lib/libcap.so.2.69	e86d7a0f2c3be107c901c4c38bb68d465011ff94089ceba55edfbac123a0d06f	libcap.so.2	libcap.so.2	electron.device.udev;electron.gui.gtk3;electron.printing.cups	2	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	PLATFORM_INTEGRATION_PROVIDER	DEVICE_UDEV_GTK_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	6ea98ca0f193e0db74f8441f0a63a98077b3fc1a	8beffad4a426122b276b1b632fb4749837456393934a138d6dd77259cb6fcbad	PLATFORM_INTEGRATION_UPDATE
selected:87750cf46616db4ba0f1	e2fsprogs-glibc	1.47.2	/data/data/com.termux/files/usr/glibc/lib/libcom_err.so.2.1	54d50134426dc7a92595c9443514b54240731006a787943f553f64514dc9d0a9	libcom_err.so.2	libcom_err.so.2	electron.printing.cups	2	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	PRINTING_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	e0e140e5cb36f660188ee633e4eae6479e3f2ef8	b1ae59a6213520b1cc0bf5bc8b0b7af8abd5c238ab9688fe0d0c5cbb64267599	GENERIC_PROVIDER_UPDATE
selected:c122af7e5dd0503cfd4a	libdrm-glibc	2.4.124	/data/data/com.termux/files/usr/glibc/lib/libdrm.so.2.124.0	9cca00af0761fdaf9e29d1ee0410ba00e3676717c1935ceced51e10646d2bd9b	libdrm.so.2	libdrm.so.2	electron.graphics.gbm-base	3	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GRAPHICS_FREEDRENO_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	d29d466cef8d119f868f23266510c646a13ba03a	08efad935d3e88f5f359346b56894f46fd287072361b7f76884ebb88dfa4b19e	GENERIC_PROVIDER_UPDATE
selected:74956b4ff456366345bf	libffi-glibc	3.4.7	/data/data/com.termux/files/usr/glibc/lib/libffi.so.8.1.4	79a8128d9967c2a2fdc734169ead01297e079e321461c8de28f308d6745ada3f	libffi.so.8	libffi.so.8	electron.gui.gtk3;electron.printing.cups	3	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_WAYLAND_PRINTING_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	3e2d7bc74cf8646c3df5d2db53b48e83e127fa69	19811ab9f293fd711ea5d2d27ca31bad4f6c47c139282b338e325f3de4c3ae7b	GENERIC_PROVIDER_UPDATE
selected:b43cacac7f916892c956	libgmp-glibc	6.3.0-2	/data/data/com.termux/files/usr/glibc/lib/libgmp.so.10.5.0	3c819f7e21c052411be1fa9885c77e6cb448c43f9bda781a83969c048d7f7d8c	libgmp.so.10	libgmp.so.10	electron.printing.cups	2	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	PRINTING_TLS_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	4f311f331149e2b24f2a4b33c80c9425a0aa87e8	949244528741732444a89976237e8dedd72cc93143a808cef8d00a790aece631	GENERIC_PROVIDER_UPDATE
selected:c140680c37ea91583f9a	krb5-glibc	1.21.3	/data/data/com.termux/files/usr/glibc/lib/libgssapi_krb5.so.2.2	bd49087ccf47689e2badf203cc8976a14e1625d6c76589baab9547bfc013bf9c	libgssapi_krb5.so.2	libgssapi_krb5.so.2	electron.printing.cups	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	PRINTING_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	681f9cd4779e2af7713b3cb37f7c94a076056227	13972590dda51ac16fd201bef82bc22f11c88ebf36bd060c5b0c07a144ed742a	GENERIC_PROVIDER_UPDATE
selected:45f912b46453a9ba2e3d	libidn2-glibc	2.3.7	/data/data/com.termux/files/usr/glibc/lib/libidn2.so.0.4.0	578e986a2ad698ae4063d218d6eaea36d75182944c7e79398a90d2948410c13f	libidn2.so.0	libidn2.so.0	electron.printing.cups	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	PRINTING_TLS_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	01ae704b781a64e7412ab26ee67b938142794c7b	36a478c9a797900e12907f7ab21d0a611e0c6195f297f1fa3bae58ba2e5f8e07	GENERIC_PROVIDER_UPDATE
selected:5af8d254bb4f5f98b907	krb5-glibc	1.21.3	/data/data/com.termux/files/usr/glibc/lib/libk5crypto.so.3.1	0b323de9cae8be56bb950f6ebda6806eb93e70d1e4f84602ac239c473005104e	libk5crypto.so.3	libk5crypto.so.3	electron.printing.cups	2	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	PRINTING_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	681f9cd4779e2af7713b3cb37f7c94a076056227	13972590dda51ac16fd201bef82bc22f11c88ebf36bd060c5b0c07a144ed742a	GENERIC_PROVIDER_UPDATE
selected:76fc1a69ba48351da14d	krb5-glibc	1.21.3	/data/data/com.termux/files/usr/glibc/lib/libkrb5.so.3.3	1aa7548de3759b97324cd8c07ecee887b6600986723b687ca70a2da33d902145	libkrb5.so.3	libkrb5.so.3	electron.printing.cups	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	PRINTING_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	681f9cd4779e2af7713b3cb37f7c94a076056227	13972590dda51ac16fd201bef82bc22f11c88ebf36bd060c5b0c07a144ed742a	GENERIC_PROVIDER_UPDATE
selected:4176ffe9b032818d53b8	krb5-glibc	1.21.3	/data/data/com.termux/files/usr/glibc/lib/libkrb5support.so.0.1	e502dd3c7ee2526e1093dc6f876ff928aa6ff06b61942fbdf10fb20eacf01b38	libkrb5support.so.0	libkrb5support.so.0	electron.printing.cups	3	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	PRINTING_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	681f9cd4779e2af7713b3cb37f7c94a076056227	13972590dda51ac16fd201bef82bc22f11c88ebf36bd060c5b0c07a144ed742a	GENERIC_PROVIDER_UPDATE
selected:3512b3932a20f0c55eef	pcre2-glibc	10.45	/data/data/com.termux/files/usr/glibc/lib/libpcre2-8.so.0.14.0	c3656101f42f24ed0043c0fe614caee9b4b7bb7b403f0baf29ecf0e5ddb0bc5d	libpcre2-8.so.0	libpcre2-8.so.0	electron.gui.gtk3	2	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_GLIB_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	289d4fe227c0b3303ccc84f5d19722719a773dcc	31b77b0abaa38dc24af90912a2fd046984d5fd28a8bb8205a19822a6d400d6c2	GENERIC_PROVIDER_UPDATE
selected:a87bb0ebfae66d0c45c7	libunistring-glibc	1.3	/data/data/com.termux/files/usr/glibc/lib/libunistring.so.5.2.0	4a793b4fed75b236775f74dda312f2440a5d9a248d77a557f0d4b0ae9e210186	libunistring.so.5	libunistring.so.5	electron.printing.cups	2	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	PRINTING_TLS_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	f0116f1106f195bc9c503f15eb89dfd9377a255d	4adb3b76dfaf0ab7e4fb12d8e31f681e0a55653efa67a10d7f4f35e6930d3675	GENERIC_PROVIDER_UPDATE
selected:44dec56d061cefaae918	libwayland-glibc	1.23.1	/data/data/com.termux/files/usr/glibc/lib/libwayland-client.so.0.23.1	8a6f8fad77f495d7a0947ae613d93100968e1e088c07d0b35d87201f692fc626	libwayland-client.so.0	libwayland-client.so.0	electron.gui.gtk3	3	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_WAYLAND_CONDITIONAL_NOT_X11_BASE	ACCEPTED_CONDITIONAL	BINARY_AUTHORITY_ACCEPTED_SOURCE_LINEAGE_OPEN	SOURCE_LINEAGE_OPEN	fb5924ca0b3f42a87d0d865e11a8aa9f6163e5a2;d0c7dcd812e720f00a781c0410af150fbfffdae0	dedc307a6a818b028343e00eb8465a80e990f3d5ec93a37fc28f86f814673e49	GENERIC_PROVIDER_UPDATE
selected:f46e2ef79c08b615a4a1	libwayland-glibc	1.23.1	/data/data/com.termux/files/usr/glibc/lib/libwayland-cursor.so.0.23.1	57e7e3396724848d94c04c4adb8ff5dd9a4b54d3ccfd470c104a3d259329e6db	libwayland-cursor.so.0	libwayland-cursor.so.0	electron.gui.gtk3	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_WAYLAND_CONDITIONAL_NOT_X11_BASE	ACCEPTED_CONDITIONAL	BINARY_AUTHORITY_ACCEPTED_SOURCE_LINEAGE_OPEN	SOURCE_LINEAGE_OPEN	fb5924ca0b3f42a87d0d865e11a8aa9f6163e5a2;d0c7dcd812e720f00a781c0410af150fbfffdae0	dedc307a6a818b028343e00eb8465a80e990f3d5ec93a37fc28f86f814673e49	GENERIC_PROVIDER_UPDATE
selected:dd9175232a65f32a7859	libwayland-glibc	1.23.1	/data/data/com.termux/files/usr/glibc/lib/libwayland-egl.so.1.23.1	eb3060f4c34f9e1f10b249fdb046190b35e741dfb6ac45c7c3123c916c8886df	libwayland-egl.so.1	libwayland-egl.so.1	electron.gui.gtk3	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GTK_WAYLAND_CONDITIONAL_NOT_X11_BASE	ACCEPTED_CONDITIONAL	BINARY_AUTHORITY_ACCEPTED_SOURCE_LINEAGE_OPEN	SOURCE_LINEAGE_OPEN	fb5924ca0b3f42a87d0d865e11a8aa9f6163e5a2;d0c7dcd812e720f00a781c0410af150fbfffdae0	dedc307a6a818b028343e00eb8465a80e990f3d5ec93a37fc28f86f814673e49	GENERIC_PROVIDER_UPDATE
selected:4f5c5fdcf7509a428f86	zlib-glibc	1.3.1	/data/data/com.termux/files/usr/glibc/lib/libz.so.1.3.1	6835963ff1be924f73cdd59f29f2e2521d1705b3ce2d0e90a0c0fd4c5773a070	libz.so.1	libz.so.1	electron.gui.gtk3;electron.printing.cups	6	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	GRAPHICS_GTK_PRINTING_CONDITIONAL	ACCEPTED_CONDITIONAL	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	a108c5dbdc8e327eeefa026e43c82c645dd21203	9e9ea87059482894e4c6cef1101bf47be2fc47012d90fd26bc3c7621e2d33a31	GENERIC_PROVIDER_UPDATE
