contract_row_id	sequence	materializer_plan_row_id	composition_row_id	provider_object_id	provider_review_id	artifact_package	artifact_version	member_basename	expected_member_sha256	expected_member_size_bytes	expected_soname	expected_result_remote	expected_drive_file_id	expected_result_sha256	result_index_contract_kind	expected_result_index_identity	container_class	expected_container_locator	expected_member_locator	expected_object_store_relative_path	expected_generation_regular_relative_path	expected_generation_alias_relative_path	local_path_binding_state	local_regular_file_path	future_local_path_rule	future_file_type_rule	future_symlink_rule	future_owner_rule	future_mode_rule	future_identity_stability_rule	future_content_rule	future_elf_rule	future_map_row_state	acceptance_gate	authority_effect	prohibited_inference
LSM-CONTRACT-011	11	MAT-OBJ-011	COMP-FREETYPE-TRANSITIVE-BROTLI-COMMON-001	object:46ae61c88b9a2f32b13dfe81	FREETYPE-TRANSITIVE-BROTLI-COMMON-001	brotli-glibc	1.1.0	libbrotlicommon.so.1.1.0	46ae61c88b9a2f32b13dfe81a3353a6aef2c83f3cbacf5270197878c47aab9be	202136	libbrotlicommon.so.1	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	1t8tH6GqfGFe2kOVE5_nwLiUhoUp5E1iy	1d144d407e856a122135ab5ecbc8caebf8196037087fb15821c591a69a850073	APPEND_ONLY_INDEX_RECEIPT_SHA256	eed95221332a7dd309788b72e651ccb7c40ca91ffe6f7f3ea231433804b787f7	APPEND_ONLY_RESULT_FILE_INDEX_MEMBER	profiles/freetype-legacy-result-file-index.tsv	data/data/com.termux/files/usr/glibc/lib/libbrotlicommon.so.1.1.0	objects/sha256/46/46ae61c88b9a2f32b13dfe81a3353a6aef2c83f3cbacf5270197878c47aab9be	lib/libbrotlicommon.so.1.1.0	lib/libbrotlicommon.so.1	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-012	12	MAT-OBJ-012	COMP-FREETYPE-TRANSITIVE-BROTLI-DEC-001	object:8faac8e6d945bf1d5f113d98	FREETYPE-TRANSITIVE-BROTLI-DEC-001	brotli-glibc	1.1.0	libbrotlidec.so.1.1.0	8faac8e6d945bf1d5f113d986502bf28883fa0cf7a0feb529840124d2b804a87	73192	libbrotlidec.so.1	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	1t8tH6GqfGFe2kOVE5_nwLiUhoUp5E1iy	1d144d407e856a122135ab5ecbc8caebf8196037087fb15821c591a69a850073	APPEND_ONLY_INDEX_RECEIPT_SHA256	eed95221332a7dd309788b72e651ccb7c40ca91ffe6f7f3ea231433804b787f7	APPEND_ONLY_RESULT_FILE_INDEX_MEMBER	profiles/freetype-legacy-result-file-index.tsv	data/data/com.termux/files/usr/glibc/lib/libbrotlidec.so.1.1.0	objects/sha256/8f/8faac8e6d945bf1d5f113d986502bf28883fa0cf7a0feb529840124d2b804a87	lib/libbrotlidec.so.1.1.0	lib/libbrotlidec.so.1	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-013	13	MAT-OBJ-013	COMP-FREETYPE-TRANSITIVE-LIBBZ2-001	object:93de8c4bb245b253dfc35734	FREETYPE-TRANSITIVE-LIBBZ2-001	libbz2-glibc	1.0.8-3	libbz2.so.1.0.8	93de8c4bb245b253dfc357349a9b81e5ed6fb01ac1c9513e0c36fbf5c5a84167	76312	libbz2.so.1.0	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	1t8tH6GqfGFe2kOVE5_nwLiUhoUp5E1iy	1d144d407e856a122135ab5ecbc8caebf8196037087fb15821c591a69a850073	APPEND_ONLY_INDEX_RECEIPT_SHA256	eed95221332a7dd309788b72e651ccb7c40ca91ffe6f7f3ea231433804b787f7	APPEND_ONLY_RESULT_FILE_INDEX_MEMBER	profiles/freetype-legacy-result-file-index.tsv	data/data/com.termux/files/usr/glibc/lib/libbz2.so.1.0.8	objects/sha256/93/93de8c4bb245b253dfc357349a9b81e5ed6fb01ac1c9513e0c36fbf5c5a84167	lib/libbz2.so.1.0.8	lib/libbz2.so.1.0	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-014	14	MAT-OBJ-014	COMP-CAIRO-PROV-001-2	object:2440680a9d0c94d58d87d591	CAIRO-PROV-001	libcairo-glibc	1.18.2	libcairo-gobject.so.2.11802.2	2440680a9d0c94d58d87d5916d168535b7dc4263648df9aa0b787ef2f7d3a166	67312	libcairo-gobject.so.2	sha256:3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	-	3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	EXISTING_AUTHORITY_DIGEST_SENTINEL	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD_MEMBER	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libcairo-gobject.so.2.11802.2	objects/sha256/24/2440680a9d0c94d58d87d5916d168535b7dc4263648df9aa0b787ef2f7d3a166	lib/libcairo-gobject.so.2.11802.2	lib/libcairo-gobject.so.2	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-015	15	MAT-OBJ-015	COMP-CAIRO-PROV-001-1	object:43cd64f07e1c33e5bd574fe7	CAIRO-PROV-001	libcairo-glibc	1.18.2	libcairo.so.2.11802.2	43cd64f07e1c33e5bd574fe7f50a20062a2ab6836adf80e1b5f4b6846e05264d	1382952	libcairo.so.2	sha256:3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	-	3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	EXISTING_AUTHORITY_DIGEST_SENTINEL	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD_MEMBER	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libcairo.so.2.11802.2	objects/sha256/43/43cd64f07e1c33e5bd574fe7f50a20062a2ab6836adf80e1b5f4b6846e05264d	lib/libcairo.so.2.11802.2	lib/libcairo.so.2	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-016	16	MAT-OBJ-016	COMP-LIBCLOUDPROVIDERS-PROV-001	object:54dea7e30b9e02f5626a374e	LIBCLOUDPROVIDERS-PROV-001	libcloudproviders-glibc	0.3.6	libcloudproviders.so.0.3.6	54dea7e30b9e02f5626a374e5b62e5e975684a426a940f525a18eb4ce9e4f030	133104	libcloudproviders.so.0	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	RESULT_INDEX_SHA256	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	INDEXED_RESULT_DEB_MEMBER	candidate/private-gtk-active-dependency-packages/libcloudproviders-glibc_0.3.6_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libcloudproviders.so.0.3.6	objects/sha256/54/54dea7e30b9e02f5626a374e5b62e5e975684a426a940f525a18eb4ce9e4f030	lib/libcloudproviders.so.0.3.6	lib/libcloudproviders.so.0	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-017	17	MAT-OBJ-017	COMP-LIBDATRIE-PROV-001	object:8052746b4003c367e811dc26	LIBDATRIE-PROV-001	libdatrie-glibc	0.2.13	libdatrie.so.1.4.0	8052746b4003c367e811dc26686373455f687e11bf95cbbe8772a2069b86e7dd	76248	libdatrie.so.1	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	RESULT_INDEX_SHA256	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	INDEXED_RESULT_DEB_MEMBER	candidate/private-pango-dependency-packages/libdatrie-glibc_0.2.13_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libdatrie.so.1.4.0	objects/sha256/80/8052746b4003c367e811dc26686373455f687e11bf95cbbe8772a2069b86e7dd	lib/libdatrie.so.1.4.0	lib/libdatrie.so.1	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-018	18	MAT-OBJ-018	COMP-LIBEPOXY-PROV-001	object:403f566468fb5212173407d0	LIBEPOXY-PROV-001	libepoxy-glibc	1.5.10	libepoxy.so.0.0.0	403f566468fb5212173407d041a660af0ff459841e9b0ca2274e9c28ac98c723	1406520	libepoxy.so.0	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	RESULT_INDEX_SHA256	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	INDEXED_RESULT_DEB_MEMBER	candidate/private-epoxy-dependency-packages/libepoxy-glibc_1.5.10_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libepoxy.so.0.0.0	objects/sha256/40/403f566468fb5212173407d041a660af0ff459841e9b0ca2274e9c28ac98c723	lib/libepoxy.so.0.0.0	lib/libepoxy.so.0	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-019	19	MAT-OBJ-019	COMP-FONTCONFIG-PROV-001	object:33769b91e5bc82e4453766c9	FONTCONFIG-PROV-001	fontconfig-glibc	2.15.0-1	libfontconfig.so.1.14.0	33769b91e5bc82e4453766c957733fecc45cf6d0c696fe52c3cdb4084daa591e	329624	libfontconfig.so.1	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	RESULT_INDEX_SHA256	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	INDEXED_RESULT_DEB_MEMBER	candidate/private-gtk-dependency-packages/fontconfig-glibc_2.15.0-1_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libfontconfig.so.1.14.0	objects/sha256/33/33769b91e5bc82e4453766c957733fecc45cf6d0c696fe52c3cdb4084daa591e	lib/libfontconfig.so.1.14.0	lib/libfontconfig.so.1	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
LSM-CONTRACT-020	20	MAT-OBJ-020	COMP-FREETYPE-PROV-001	object:04723b724b36bd516936461d	FREETYPE-PROV-001	freetype-glibc	2.13.3	libfreetype.so.6.20.2	04723b724b36bd516936461db4ee32a692f15af7abb99cd52cd287afa36118cf	788368	libfreetype.so.6	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	RESULT_INDEX_SHA256	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	INDEXED_RESULT_DEB_MEMBER	candidate/private-gtk-dependency-packages/freetype-glibc_2.13.3_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libfreetype.so.6.20.2	objects/sha256/04/04723b724b36bd516936461db4ee32a692f15af7abb99cd52cd287afa36118cf	lib/libfreetype.so.6.20.2	lib/libfreetype.so.6	UNBOUND_CONTRACT_ONLY		SEPARATE_AUTHORIZED_READ_ONLY_LOCALIZATION_RECEIPT_SUPPLIES_ONE_ABSOLUTE_CANONICAL_PATH_NO_GLOB_SEARCH_OR_VARIABLE_EXPANSION	LSTAT_AND_FSTAT_REGULAR_FILE_ONLY_OPEN_RDONLY_CLOEXEC_NOFOLLOW	LSTAT_EACH_COMPONENT_REJECT_ANY_SYMLINK_FINAL_PATH_O_NOFOLLOW_AND_DEV_INO_MATCH	ST_UID_EQUALS_LOCALIZATION_TRANSACTION_UID	GROUP_AND_OTHER_WRITE_BITS_MUST_BE_ZERO	DEV_INO_SIZE_MTIME_NS_CTIME_NS_STABLE_BEFORE_OPEN_AFTER_OPEN_AND_AFTER_HASH	EXACT_SIZE_AND_STREAMED_SHA256_MUST_MATCH_CONTRACT	ELF64_LITTLE_ENDIAN_AARCH64_ET_DYN_AND_EXACT_DT_SONAME	SCHEMA_QUALIFIED_NOT_POPULATED	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPTANCE-OPEN	NON_MUTATING_LOCAL_SUPPLY_MAP_CONTRACT_ROW_ONLY_NO_LOCAL_PATH_OR_BYTE_AUTHORITY	CONTRACT_ROW_DOES_NOT_PRODUCE_OR_AUTHORIZE_LOCAL_PATH_SEARCH_BYTE_READ_DOWNLOAD_EXTRACTION_EXECUTION_OBJECT_STORE_GENERATION_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
