coverage_kind	source_id	sequence	implementation_symbol	enforcement_layer	synthetic_case	current_state	authority_effect
STATE	LSME-ST-007	7	state_row_validation	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-008	8	state_atomic_family_verified	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-009	9	state_receipt_serialized	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-010	10	state_protected_after	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-011	11	state_invariance_verified	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-012	12	state_result_archived	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-013	13	state_result_uploaded	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-014	14	state_qualified_candidate	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-015	15	state_rejected	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
STATE	LSME-ST-016	16	state_finalized	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-001	1	_verify_repository_design_context	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-002	2	_verify_inactive_synthetic_authorization	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-003	3	_verify_synthetic_baseline	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-004	4	_verify_synthetic_baseline	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-005	5	_verify_repository_design_context	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-006	6	_validate_synthetic_coordinate_receipt	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-007	7	_validate_synthetic_coordinate_receipt	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-008	8	_assert_no_discovery	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-009	9	_verify_modeled_capabilities	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-010	10	_verify_protected_state_model	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-011	11	_validate_synthetic_coordinate_receipt	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-012	12	_validate_synthetic_coordinate_receipt	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-013	13	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-014	14	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-015	15	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-016	16	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-017	17	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-018	18	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-019	19	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-020	20	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-021	21	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-022	22	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-023	23	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-024	24	_model_provider_read_step_without_execution	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-025	25	_validate_synthetic_coordinate_receipt	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-026	26	_build_synthetic_row_receipts	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-027	27	_verify_atomic_family_model	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-028	28	_verify_whole_map_model	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-029	29	canonical_json_bytes	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-030	30	_verify_receipt_cap_model	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-031	31	_verify_protected_state_model	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
OPERATION	LSME-OP-032	32	_assert_synthetic_delivery_only	SYNTHETIC_TEXT_MODEL_ONLY	success	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-001	1	reject_authorization	SYNTHETIC_TEXT_MODEL_ONLY	authorization-missing	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-002	2	reject_baseline	SYNTHETIC_TEXT_MODEL_ONLY	baseline-mismatch	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-003	3	reject_contract	SYNTHETIC_TEXT_MODEL_ONLY	contract-mismatch	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-004	4	reject_coordinates	SYNTHETIC_TEXT_MODEL_ONLY	coordinate-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-005	5	reject_discovery	SYNTHETIC_TEXT_MODEL_ONLY	discovery-attempt	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-006	6	reject_path	SYNTHETIC_TEXT_MODEL_ONLY	path-noncanonical	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-007	7	reject_open_type	SYNTHETIC_TEXT_MODEL_ONLY	open-type-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-008	8	reject_owner_mode	SYNTHETIC_TEXT_MODEL_ONLY	owner-mode-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-009	9	reject_stability	SYNTHETIC_TEXT_MODEL_ONLY	stability-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-010	10	reject_size_digest	SYNTHETIC_TEXT_MODEL_ONLY	size-digest-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-011	11	reject_elf_soname	SYNTHETIC_TEXT_MODEL_ONLY	elf-soname-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-012	12	reject_supply_identity	SYNTHETIC_TEXT_MODEL_ONLY	supply-identity-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-013	13	reject_atomic_family	SYNTHETIC_TEXT_MODEL_ONLY	atomic-family-incomplete	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-014	14	reject_whole_map	SYNTHETIC_TEXT_MODEL_ONLY	whole-map-incomplete	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-015	15	reject_receipt	SYNTHETIC_TEXT_MODEL_ONLY	serialization-invalid	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-016	16	reject_receipt_overflow	SYNTHETIC_TEXT_MODEL_ONLY	receipt-overflow	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-017	17	reject_protected_state	SYNTHETIC_TEXT_MODEL_ONLY	protected-state-changed	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
FAILURE	LSME-FAIL-018	18	reject_result_delivery	SYNTHETIC_TEXT_MODEL_ONLY	result-delivery-failure	MAPPED_SYNTHETIC_NOT_EXECUTED	ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
