binding_row_id	provider_review_id	artifact_package	member_basename	member_sha256	prior_coordinate_state	closure_kind	replacement_result_remote	replacement_drive_file_id	replacement_result_sha256	replacement_result_index_sha256	artifact_evidence_path	member_evidence_path	status_surface_boundary	coordinate_state	index_state	remaining_blocker_ids	authority_effect	prohibited_inference
SUPPLY-BIND-1e393ebe0f897c64	FREETYPE-TRANSITIVE-ZLIB-001	zlib-glibc	libz.so.1.3.1	6835963ff1be924f73cdd59f29f2e2521d1705b3ce2d0e90a0c0fd4c5773a070	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	APPEND_ONLY_LEGACY_INDEX_UPGRADE	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	1t8tH6GqfGFe2kOVE5_nwLiUhoUp5E1iy	1d144d407e856a122135ab5ecbc8caebf8196037087fb15821c591a69a850073	eed95221332a7dd309788b72e651ccb7c40ca91ffe6f7f3ea231433804b787f7	profiles/freetype-legacy-result-file-index.tsv	data/data/com.termux/files/usr/glibc/lib/libz.so.1.3.1	LEGACY_TRANSACTION_RC_0_EXTERNAL_APPEND_ONLY_INDEX_RECEIPT	CLOSED	CLOSED_APPEND_ONLY_RECEIPT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-da0cb4ffb45d6743	FRIBIDI-PROV-001	fribidi-glibc	libfribidi.so.0.4.0	71668fd02e89fa7546446bb7961bb618f6d22e1506f7444bbea6788befbb7895	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/fribidi-glibc_1.0.16_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libfribidi.so.0.4.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-3f6d1cf895429335	GDKPIXBUF-PROV-001	project-gdk-pixbuf	libgdk_pixbuf-2.0.so.0.4200.12	0c1404c6854e7674428a5b653b240759dac0374631697fe61ae275898f6a809f	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:1cebcf8784c6d2e8c8549eadd63007d9f99bb3e90e35ce0786a5d89f6cbecca0	-	1cebcf8784c6d2e8c8549eadd63007d9f99bb3e90e35ce0786a5d89f6cbecca0	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	libgdk_pixbuf-2.0.so.0.4200.12	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-7e327f98d7ac62f4	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	libglib-2.0.so.0.8200.2	e0504b50e14870623e10490d76b78c7a8d0037a54fe354429e2e3b5ac07ae0d5	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/glib-glibc_2.82.2-2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libglib-2.0.so.0.8200.2	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-7c1a09dc1f9b0b4f	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	libgobject-2.0.so.0.8200.2	de13928664709a9cecd61f50dcc4d2294d0c2ff91f147d0827d209cd03af45a6	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/glib-glibc_2.82.2-2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libgobject-2.0.so.0.8200.2	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-a06788c952506fdb	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	libgmodule-2.0.so.0.8200.2	feaad9c286e9a1af3cff94a78924f543bc0f4d7f8dfc05c9ec13eb1c3d8764bf	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/glib-glibc_2.82.2-2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libgmodule-2.0.so.0.8200.2	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-df53695d2fd772df	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	libgio-2.0.so.0.8200.2	aa9fa8876fac7334570273064be05c3e65ba0f16d30a77a5929f48b12bfe64b3	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/glib-glibc_2.82.2-2_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libgio-2.0.so.0.8200.2	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-17767e1194669277	GDKPIXBUF-REF-PROV-LIBPNG-001	libpng-glibc	libpng16.so.16.47.0	00c9fd06c139699552c086b60d116a01d067ceddddb29c56600bf9fd3bae746f	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-dependency-packages/libpng-glibc_1.6.47_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libpng16.so.16.47.0	CORE_TRANSACTION_RC_0_SUCCESS_ACTION_FAILURE_NONE_OUTER_TRANSACTION_RC_1_STATUS_SURFACE_DEFECT_RECORDED	CLOSED	CLOSED_INDEXED_REPLACEMENT	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-519b8291deef8182	GDKPIXBUF-UTIL-PROV-001	libmount-glibc	libmount.so.1.1.0	6864b9050ddd5884642c98ea4df07e3ceaf78727324d6e9068d1866594ece1c2	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	-	a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libmount.so.1.1.0	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-d10b19403ddd9158	GDKPIXBUF-UTIL-PROV-001	libblkid-glibc	libblkid.so.1.1.0	21d47963d42a5b1c4008c88a311c17142f57ee2f19cd30770f0befa364908fb3	RETAINED_RESULT_DIGEST_ALREADY_BOUND	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	-	a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libblkid.so.1.1.0	EXISTING_AUTHORITY_STATUS_RETAINED	CLOSED	CLOSED_EXISTING_DIGEST_BOUND	-	READ_ONLY_INDEXED_SUPPLY_EVIDENCE_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_OR_MATERIALIZATION	INDEX_OR_COORDINATE_CLOSURE_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_TARGET_WRITE_POPULATION_DEPLOYMENT_OR_ACTIVATION
