coverage_kind	source_id	sequence	implementation_symbol	enforcement_layer	synthetic_case	current_state	authority_effect
ENVELOPE_FIELD	LIA-ENV-011:repository_tree	11	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-012:remote_head	12	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-013:executor_uid	13	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-014:revocation_epoch	14	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-015:coordinate_row_count	15	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-016:coordinate_row_digest_manifest_sha256	16	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-017:replay_tuple_sha256	17	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-018:transaction_output_root	18	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-019:adapter_state	19	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
ENVELOPE_FIELD	LIA-ENV-020:envelope_sha256	20	_verify_envelope	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-001:schema_version	1	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-002:execution_authorization_id	2	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-003:authorization_kind	3	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-004:owner_identity	4	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-005:owner_decision_id	5	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-006:issued_at_utc	6	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-007:not_before_utc	7	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-008:expires_at_utc	8	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-009:nonce	9	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-010:revocation_epoch	10	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-011:transaction_id	11	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-012:adapter_contract_acceptance_id	12	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-013:adapter_envelope_sha256	13	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-014:implementation_acceptance_id	14	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-015:local_supply_map_contract_acceptance_id	15	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-016:evidence_design_acceptance_id	16	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-017:repository_head	17	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-018:repository_tree	18	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-019:remote_head	19	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-020:executor_uid	20	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-021:owner_authorization_token_sha256	21	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-022:coordinate_receipt_sha256	22	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-023:exact_provider_path_count	23	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-024:maximum_provider_bytes	24	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-025:transaction_output_root	25	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-026:permitted_effects	26	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
AUTHORIZATION_CLAIM	LIA-AUTH-027:authorization_sha256	27	_verify_execution_authorization	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-001	1	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-002	2	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-003	3	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-004	4	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-005	5	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-006	6	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-007	7	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-008	8	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-009	9	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-010	10	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-011	11	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-012	12	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-013	13	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-014	14	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-015	15	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-016	16	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-017	17	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-018	18	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-019	19	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-020	20	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-021	21	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-022	22	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-023	23	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-024	24	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-025	25	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-026	26	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-027	27	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-028	28	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-029	29	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-030	30	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
VALIDATION	LSLIAE-VAL-031	31	execute_synthetic_case	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_SYNTHETIC_NOT_LIVE	ZERO_LIVE_INPUTS_ZERO_PROVIDER_READS_ZERO_WRITES_ZERO_LIVE_AUTHORITY
