claim_id	subject_kind	subject_id	subject_label	claim_type	requested_state	adr_class	supplier_or_reference_boundary	project_owned_changed_boundary	risk_modifiers	existing_evidence	remaining_gap	minimum_closure_action	explicitly_excluded_evidence	escalation_trigger	classification_state	authority_effect	prohibited_inference
PCC-FREETYPE-ADAPTATION	ROOT	generic-root-review:af39bbec812180537c5a	gpkg/freetype	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:af39bbec812180537c5a;recipe_tree=3a92f7895a8a4ef5cfe33fcc8b806acccffd0313;tokens=CUSTOM_TERMUX_STEP;EXTRA_CONFIGURE_ARGS;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-FREETYPE-PROVIDER	ROOT	generic-root-review:af39bbec812180537c5a	gpkg/freetype	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:af39bbec812180537c5a;generic-artifact:8e1d9d34f13c6c95aba5;generic-object-review:4f7fe5692de493966070;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-FRIBIDI-ARTIFACT	ROOT	generic-root-review:c38f6cb7aef89fe33a48	gpkg/fribidi	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:c38f6cb7aef89fe33a48;generic-artifact:9e99711a88e10441c0ee;generic-object-review:5853922c25d94657bf0f;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-FRIBIDI-ADAPTATION	ROOT	generic-root-review:c38f6cb7aef89fe33a48	gpkg/fribidi	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:c38f6cb7aef89fe33a48;recipe_tree=41ad596c81980f710112cd74d4f1b428cfbc6d6a;tokens=CUSTOM_TERMUX_STEP;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-FRIBIDI-PROVIDER	ROOT	generic-root-review:c38f6cb7aef89fe33a48	gpkg/fribidi	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:c38f6cb7aef89fe33a48;generic-artifact:9e99711a88e10441c0ee;generic-object-review:5853922c25d94657bf0f;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-GLIB-ARTIFACT	ROOT	generic-root-review:c59af7056fbbff435bc8	gpkg/glib	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA;MULTI_OBJECT_ROOT	generic-root-review:c59af7056fbbff435bc8;generic-artifact:d91fe1202c51f7e59b12;generic-object-review:0281572fbebd46151a77;generic-object-review:8238648a384d05a4a97b;generic-object-review:94116582b88bbac114f6;generic-object-review:f6ed3b97327067c5e9f9;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-GLIB-ADAPTATION	ROOT	generic-root-review:c59af7056fbbff435bc8	gpkg/glib	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	TERMUX_PREFIX_MACHINE_ID_SETTINGS_RESOLVER_XDG_LOCALE_SPAWN_TMP_OS_RELEASE_DATA_DIRS_PIDFD_DISABLE_RUNTIME_DIR_DEBUG_DOC_INTROSPECTION_MAN_AND_PACKAGING_HOOKS	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA;MULTI_OBJECT_ROOT	generic-root-review:c59af7056fbbff435bc8;recipe_tree=de335e6ba82f295978c17dcf3666a38bfd51538f;tokens=CUSTOM_TERMUX_STEP;EXTRA_CONFIGURE_ARGS;LAYOUT_OR_HOOK;PACKAGE_REVISION;PATCH_FILE;SUBPACKAGE_SCRIPT;TERMUX_PREFIX_REFERENCE;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv;gdkpixbuf-reference-dependency-provider-authority.tsv;GDKPIXBUF-REF-PROV-GLIB-001	NONE_FOR_BOUNDED_GDKPIXBUF_CONSUMER_SCOPE;BROADER_GIO_SERVICES_AND_NON_GDKPIXBUF_CONSUMERS_EXCLUDED	RETAIN_EXACT_RECIPE_TREE_PATCH_SET_ARTIFACT_AND_GDKPIXBUF_FUNCTIONAL_MAP_EVIDENCE	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASS_B_TERMUX_ANDROID_PREFIX_KERNEL_RUNTIME_PATH_AND_PACKAGING_ADAPTATION_ACCEPTED_BOUNDED	ADAPTATION_CLASSIFICATION_ACCEPTED_NO_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-GLIB-PROVIDER	ROOT	generic-root-review:c59af7056fbbff435bc8	gpkg/glib	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA;MULTI_OBJECT_ROOT	generic-root-review:c59af7056fbbff435bc8;generic-artifact:d91fe1202c51f7e59b12;generic-object-review:0281572fbebd46151a77;generic-object-review:8238648a384d05a4a97b;generic-object-review:94116582b88bbac114f6;generic-object-review:f6ed3b97327067c5e9f9;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv;gdkpixbuf-reference-dependency-provider-authority.tsv;GDKPIXBUF-REF-PROV-GLIB-001	NONE_FOR_BOUNDED_GDKPIXBUF_DIRECT_GLIB_FAMILY_PROVIDER_AUTHORITY;EXACT_OFFICIAL_LIBMOUNT_LIBBLKID_BINDING_REMAINS_SEPARATE	RETAIN_BOUNDED_PROVIDER_AUTHORITY_AND_REVALIDATE_ON_RECORDED_UPDATE_OR_ROLLBACK_TRIGGER	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	BOUNDED_PROVIDER_AUTHORITY_ACCEPTED	EXACT_FOUR_MEMBER_GLIB_PROVIDER_FAMILY_ACCEPTED_FOR_GDKPIXBUF_2_42_12_FIXED_JPEG_PNG_FILE_MEMORY_DECODE_ONLY_NO_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	DOES_NOT_ACCEPT_ALL_GLIB_PACKAGE_MEMBERS_BROADER_GIO_SERVICES_OFFICIAL_LIBMOUNT_LIBBLKID_PROVIDER_AUTHORITY_COMPLETE_COMPOSITION_TARGET_POPULATION_MATERIALIZATION_OR_ACTIVATION
PCC-HARFBUZZ-ARTIFACT	ROOT	generic-root-review:706bd01fdd0555fcabc9	gpkg/harfbuzz	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:706bd01fdd0555fcabc9;generic-artifact:d0e4a83180560341dc02;generic-object-review:e5f19501532579a30e66;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-HARFBUZZ-ADAPTATION	ROOT	generic-root-review:706bd01fdd0555fcabc9	gpkg/harfbuzz	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:706bd01fdd0555fcabc9;recipe_tree=f353d5f116250f7bcab7ecf062cdb13728b0ecc8;tokens=CUSTOM_TERMUX_STEP;EXTRA_CONFIGURE_ARGS;PATCH_FILE;SUBPACKAGE_SCRIPT;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW;CF-001_CF-002_CF-003_CF-004_ALIAS_SUCCESSOR_AND_ROLLBACK_POLICY	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION;REVIEW_CONSUMER_ALIAS_BINDING_AND_VERSION_DRIFT_POLICY	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-HARFBUZZ-PROVIDER	ROOT	generic-root-review:706bd01fdd0555fcabc9	gpkg/harfbuzz	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:706bd01fdd0555fcabc9;generic-artifact:d0e4a83180560341dc02;generic-object-review:e5f19501532579a30e66;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-LIBCAIRO-ARTIFACT	ROOT	generic-root-review:0263d4b55d6a43edad7b	gpkg/libcairo	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA;MULTI_OBJECT_ROOT	generic-root-review:0263d4b55d6a43edad7b;generic-artifact:3250dba4dc3312b4fcaa;generic-object-review:2b5361cb8871759532b7;generic-object-review:83a504ea8dc0403c946b;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBCAIRO-ADAPTATION	ROOT	generic-root-review:0263d4b55d6a43edad7b	gpkg/libcairo	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA;MULTI_OBJECT_ROOT	generic-root-review:0263d4b55d6a43edad7b;recipe_tree=b80a0990d43609e09f1480394225d2b068ce5881;tokens=EXTRA_CONFIGURE_ARGS;PATCH_FILE;TERMUX_PREFIX_REFERENCE;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW;CF-001_CF-002_CF-003_CF-004_ALIAS_SUCCESSOR_AND_ROLLBACK_POLICY	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION;REVIEW_CONSUMER_ALIAS_BINDING_AND_VERSION_DRIFT_POLICY	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
