binding_row_id	provider_review_id	artifact_package	member_basename	member_sha256	prior_binding_state	retained_result_remote	drive_file_id	retained_result_sha256	result_archive_title	result_transaction_state	result_index_state	coordinate_review_state	verification_upgrade_state	blocker_ids	authority_effect	prohibited_inference
SUPPLY-BIND-1e393ebe0f897c64	FREETYPE-TRANSITIVE-ZLIB-001	zlib-glibc	libz.so.1.3.1	6835963ff1be924f73cdd59f29f2e2521d1705b3ce2d0e90a0c0fd4c5773a070	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	1t8tH6GqfGFe2kOVE5_nwLiUhoUp5E1iy	1d144d407e856a122135ab5ecbc8caebf8196037087fb15821c591a69a850073	termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-da0cb4ffb45d6743	FRIBIDI-PROV-001	fribidi-glibc	libfribidi.so.0.4.0	71668fd02e89fa7546446bb7961bb618f6d22e1506f7444bbea6788befbb7895	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-fribidi-bounded-provider-authority-20260717T085420Z/termux-native-desktop-fribidi-bounded-provider-authority-20260717T085420Z-results.tar.zst	1Uh4m4GvutKYcqMXBjaagXHVHPCqJARyu	8ab6364e1e7ffacdb260124803d0fef46f238499abeaaf194f4d8d84d591cf06	termux-native-desktop-fribidi-bounded-provider-authority-20260717T085420Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-3f6d1cf895429335	GDKPIXBUF-PROV-001	project-gdk-pixbuf	libgdk_pixbuf-2.0.so.0.4200.12	0c1404c6854e7674428a5b653b240759dac0374631697fe61ae275898f6a809f	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:1cebcf8784c6d2e8c8549eadd63007d9f99bb3e90e35ce0786a5d89f6cbecca0	-	1cebcf8784c6d2e8c8549eadd63007d9f99bb3e90e35ce0786a5d89f6cbecca0	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-7e327f98d7ac62f4	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	libglib-2.0.so.0.8200.2	e0504b50e14870623e10490d76b78c7a8d0037a54fe354429e2e3b5ac07ae0d5	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	1MyzCKsWdM3dZ27UPKLb86ofUWzkpesHo	bc829005fd63f11d84bdc33b4e77bc227532c04547d78a96789ccae0bd8bb927	termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-7c1a09dc1f9b0b4f	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	libgobject-2.0.so.0.8200.2	de13928664709a9cecd61f50dcc4d2294d0c2ff91f147d0827d209cd03af45a6	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	1MyzCKsWdM3dZ27UPKLb86ofUWzkpesHo	bc829005fd63f11d84bdc33b4e77bc227532c04547d78a96789ccae0bd8bb927	termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-a06788c952506fdb	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	libgmodule-2.0.so.0.8200.2	feaad9c286e9a1af3cff94a78924f543bc0f4d7f8dfc05c9ec13eb1c3d8764bf	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	1MyzCKsWdM3dZ27UPKLb86ofUWzkpesHo	bc829005fd63f11d84bdc33b4e77bc227532c04547d78a96789ccae0bd8bb927	termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-df53695d2fd772df	GDKPIXBUF-REF-PROV-GLIB-001	glib-glibc	libgio-2.0.so.0.8200.2	aa9fa8876fac7334570273064be05c3e65ba0f16d30a77a5929f48b12bfe64b3	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	1MyzCKsWdM3dZ27UPKLb86ofUWzkpesHo	bc829005fd63f11d84bdc33b4e77bc227532c04547d78a96789ccae0bd8bb927	termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-17767e1194669277	GDKPIXBUF-REF-PROV-LIBPNG-001	libpng-glibc	libpng16.so.16.47.0	00c9fd06c139699552c086b60d116a01d067ceddddb29c56600bf9fd3bae746f	BLOCKED_RESULT_COORDINATE_MISSING	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z/termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	1MyzCKsWdM3dZ27UPKLb86ofUWzkpesHo	bc829005fd63f11d84bdc33b4e77bc227532c04547d78a96789ccae0bd8bb927	termux-native-desktop-gdkpixbuf-reference-dependency-provider-authority-20260716T135912Z-results.tar.zst	TRANSACTION_RC_0_VERIFIED	LEGACY_RESULT_INDEX_ABSENT	DRIVE_COORDINATE_AND_OUTER_SHA_BOUND	RESULT_INDEX_UPGRADE_REQUIRED	SUPPLY-BYTE-BINDING-OPEN;LEGACY-RESULT-INDEX-UPGRADE-OPEN	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-519b8291deef8182	GDKPIXBUF-UTIL-PROV-001	libmount-glibc	libmount.so.1.1.0	6864b9050ddd5884642c98ea4df07e3ceaf78727324d6e9068d1866594ece1c2	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	-	a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-d10b19403ddd9158	GDKPIXBUF-UTIL-PROV-001	libblkid-glibc	libblkid.so.1.1.0	21d47963d42a5b1c4008c88a311c17142f57ee2f19cd30770f0befa364908fb3	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	-	a18426371acf0339731464eea4a6fd1f8c745cc09154629b69e34d1063073c13	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-0c1676a7d8163bd1	GRAPHITE2-HARFBUZZ-PREQ-PROV-001	libgraphite-glibc	libgraphite2.so.3.2.1	6caaa46abe585228b0fa45a60bdbb5e9951384148963856d1ce2e886e5b06e7f	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:b0ae73019a2b442d96daa148219cfcf21f265b8dec48d82aef74dd95d536f29f	-	b0ae73019a2b442d96daa148219cfcf21f265b8dec48d82aef74dd95d536f29f	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-03cd69028df0dc67	GTK3-CORE-PROV-001	gtk3-glibc	libgdk-3.so.0.2417.32	a237c3070ff1704f119cc318b6b837a9430a350648476123c1be75ba768d415d	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	-	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
SUPPLY-BIND-39241974f6fe40e9	GTK3-CORE-PROV-001	gtk3-glibc	libgtk-3.so.0.2417.32	0404b91acdaa3a2558e3a11214918692f64d0ba3cebaae4722e3aa4a61f31bc6	QUALIFIED_READ_ONLY_BINDING_INPUT	sha256:ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	-	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	EXISTING_AUTHORITY_DIGEST_BOUND_RESULT	TRANSACTION_RC_0_VERIFIED	EXISTING_DIGEST_BOUND_AUTHORITY_INPUT	RETAINED_RESULT_DIGEST_ALREADY_BOUND	NONE	-	READ_ONLY_COORDINATE_METADATA_ONLY_NO_ACQUISITION_EXTRACTION_COPY_OR_POPULATION	COORDINATE_OR_OUTER_SHA_DOES_NOT_AUTHORIZE_PROVIDER_BYTE_DOWNLOAD_EXTRACTION_INSTALL_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
