plan_row_id	sequence	composition_row_id	provider_object_id	provider_review_id	artifact_package	artifact_version	member_basename	member_sha256	member_size_bytes	soname	target_relative_path	alias_relative_path	alias_target_basename	atomic_family_id	supply_closure_kind	supply_result_remote	supply_drive_file_id	supply_result_sha256	supply_result_index_sha256	artifact_evidence_path	member_evidence_path	object_store_relative_path	generation_regular_relative_path	generation_alias_relative_path	localization_requirement	object_materialization_policy	alias_policy	design_state	authority_effect	prohibited_inference
MAT-OBJ-011	11	COMP-FREETYPE-TRANSITIVE-BROTLI-COMMON-001	object:46ae61c88b9a2f32b13dfe81	FREETYPE-TRANSITIVE-BROTLI-COMMON-001	brotli-glibc	1.1.0	libbrotlicommon.so.1.1.0	46ae61c88b9a2f32b13dfe81a3353a6aef2c83f3cbacf5270197878c47aab9be	202136	libbrotlicommon.so.1	lib/libbrotlicommon.so.1.1.0	lib/libbrotlicommon.so.1	libbrotlicommon.so.1.1.0	SINGLE-object:46ae61c88b9a2f32b13dfe81	APPEND_ONLY_LEGACY_INDEX_UPGRADE	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	1t8tH6GqfGFe2kOVE5_nwLiUhoUp5E1iy	1d144d407e856a122135ab5ecbc8caebf8196037087fb15821c591a69a850073	eed95221332a7dd309788b72e651ccb7c40ca91ffe6f7f3ea231433804b787f7	profiles/freetype-legacy-result-file-index.tsv	data/data/com.termux/files/usr/glibc/lib/libbrotlicommon.so.1.1.0	objects/sha256/46/46ae61c88b9a2f32b13dfe81a3353a6aef2c83f3cbacf5270197878c47aab9be	lib/libbrotlicommon.so.1.1.0	lib/libbrotlicommon.so.1	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-012	12	COMP-FREETYPE-TRANSITIVE-BROTLI-DEC-001	object:8faac8e6d945bf1d5f113d98	FREETYPE-TRANSITIVE-BROTLI-DEC-001	brotli-glibc	1.1.0	libbrotlidec.so.1.1.0	8faac8e6d945bf1d5f113d986502bf28883fa0cf7a0feb529840124d2b804a87	73192	libbrotlidec.so.1	lib/libbrotlidec.so.1.1.0	lib/libbrotlidec.so.1	libbrotlidec.so.1.1.0	SINGLE-object:8faac8e6d945bf1d5f113d98	APPEND_ONLY_LEGACY_INDEX_UPGRADE	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	1t8tH6GqfGFe2kOVE5_nwLiUhoUp5E1iy	1d144d407e856a122135ab5ecbc8caebf8196037087fb15821c591a69a850073	eed95221332a7dd309788b72e651ccb7c40ca91ffe6f7f3ea231433804b787f7	profiles/freetype-legacy-result-file-index.tsv	data/data/com.termux/files/usr/glibc/lib/libbrotlidec.so.1.1.0	objects/sha256/8f/8faac8e6d945bf1d5f113d986502bf28883fa0cf7a0feb529840124d2b804a87	lib/libbrotlidec.so.1.1.0	lib/libbrotlidec.so.1	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-013	13	COMP-FREETYPE-TRANSITIVE-LIBBZ2-001	object:93de8c4bb245b253dfc35734	FREETYPE-TRANSITIVE-LIBBZ2-001	libbz2-glibc	1.0.8-3	libbz2.so.1.0.8	93de8c4bb245b253dfc357349a9b81e5ed6fb01ac1c9513e0c36fbf5c5a84167	76312	libbz2.so.1.0	lib/libbz2.so.1.0.8	lib/libbz2.so.1.0	libbz2.so.1.0.8	SINGLE-object:93de8c4bb245b253dfc35734	APPEND_ONLY_LEGACY_INDEX_UPGRADE	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z/termux-native-desktop-freetype-bounded-provider-authority-20260717T114408Z-results.tar.zst	1t8tH6GqfGFe2kOVE5_nwLiUhoUp5E1iy	1d144d407e856a122135ab5ecbc8caebf8196037087fb15821c591a69a850073	eed95221332a7dd309788b72e651ccb7c40ca91ffe6f7f3ea231433804b787f7	profiles/freetype-legacy-result-file-index.tsv	data/data/com.termux/files/usr/glibc/lib/libbz2.so.1.0.8	objects/sha256/93/93de8c4bb245b253dfc357349a9b81e5ed6fb01ac1c9513e0c36fbf5c5a84167	lib/libbz2.so.1.0.8	lib/libbz2.so.1.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-014	14	COMP-CAIRO-PROV-001-2	object:2440680a9d0c94d58d87d591	CAIRO-PROV-001	libcairo-glibc	1.18.2	libcairo-gobject.so.2.11802.2	2440680a9d0c94d58d87d5916d168535b7dc4263648df9aa0b787ef2f7d3a166	67312	libcairo-gobject.so.2	lib/libcairo-gobject.so.2.11802.2	lib/libcairo-gobject.so.2	libcairo-gobject.so.2.11802.2	ATOMIC-CAIRO-2	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	-	3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libcairo-gobject.so.2.11802.2	objects/sha256/24/2440680a9d0c94d58d87d5916d168535b7dc4263648df9aa0b787ef2f7d3a166	lib/libcairo-gobject.so.2.11802.2	lib/libcairo-gobject.so.2	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-015	15	COMP-CAIRO-PROV-001-1	object:43cd64f07e1c33e5bd574fe7	CAIRO-PROV-001	libcairo-glibc	1.18.2	libcairo.so.2.11802.2	43cd64f07e1c33e5bd574fe7f50a20062a2ab6836adf80e1b5f4b6846e05264d	1382952	libcairo.so.2	lib/libcairo.so.2.11802.2	lib/libcairo.so.2	libcairo.so.2.11802.2	ATOMIC-CAIRO-2	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	-	3df4f72452b6fb36525ea651f58a0d9d0e551d6ab1f0076653588e767fb1ad9a	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	data/data/com.termux/files/usr/glibc/lib/libcairo.so.2.11802.2	objects/sha256/43/43cd64f07e1c33e5bd574fe7f50a20062a2ab6836adf80e1b5f4b6846e05264d	lib/libcairo.so.2.11802.2	lib/libcairo.so.2	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-016	16	COMP-LIBCLOUDPROVIDERS-PROV-001	object:54dea7e30b9e02f5626a374e	LIBCLOUDPROVIDERS-PROV-001	libcloudproviders-glibc	0.3.6	libcloudproviders.so.0.3.6	54dea7e30b9e02f5626a374e5b62e5e975684a426a940f525a18eb4ce9e4f030	133104	libcloudproviders.so.0	lib/libcloudproviders.so.0.3.6	lib/libcloudproviders.so.0	libcloudproviders.so.0.3.6	SINGLE-object:54dea7e30b9e02f5626a374e	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-gtk-active-dependency-packages/libcloudproviders-glibc_0.3.6_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libcloudproviders.so.0.3.6	objects/sha256/54/54dea7e30b9e02f5626a374e5b62e5e975684a426a940f525a18eb4ce9e4f030	lib/libcloudproviders.so.0.3.6	lib/libcloudproviders.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-017	17	COMP-LIBDATRIE-PROV-001	object:8052746b4003c367e811dc26	LIBDATRIE-PROV-001	libdatrie-glibc	0.2.13	libdatrie.so.1.4.0	8052746b4003c367e811dc26686373455f687e11bf95cbbe8772a2069b86e7dd	76248	libdatrie.so.1	lib/libdatrie.so.1.4.0	lib/libdatrie.so.1	libdatrie.so.1.4.0	SINGLE-object:8052746b4003c367e811dc26	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/libdatrie-glibc_0.2.13_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libdatrie.so.1.4.0	objects/sha256/80/8052746b4003c367e811dc26686373455f687e11bf95cbbe8772a2069b86e7dd	lib/libdatrie.so.1.4.0	lib/libdatrie.so.1	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-018	18	COMP-LIBEPOXY-PROV-001	object:403f566468fb5212173407d0	LIBEPOXY-PROV-001	libepoxy-glibc	1.5.10	libepoxy.so.0.0.0	403f566468fb5212173407d041a660af0ff459841e9b0ca2274e9c28ac98c723	1406520	libepoxy.so.0	lib/libepoxy.so.0.0.0	lib/libepoxy.so.0	libepoxy.so.0.0.0	SINGLE-object:403f566468fb5212173407d0	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-epoxy-dependency-packages/libepoxy-glibc_1.5.10_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libepoxy.so.0.0.0	objects/sha256/40/403f566468fb5212173407d041a660af0ff459841e9b0ca2274e9c28ac98c723	lib/libepoxy.so.0.0.0	lib/libepoxy.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-019	19	COMP-FONTCONFIG-PROV-001	object:33769b91e5bc82e4453766c9	FONTCONFIG-PROV-001	fontconfig-glibc	2.15.0-1	libfontconfig.so.1.14.0	33769b91e5bc82e4453766c957733fecc45cf6d0c696fe52c3cdb4084daa591e	329624	libfontconfig.so.1	lib/libfontconfig.so.1.14.0	lib/libfontconfig.so.1	libfontconfig.so.1.14.0	SINGLE-object:33769b91e5bc82e4453766c9	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-gtk-dependency-packages/fontconfig-glibc_2.15.0-1_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libfontconfig.so.1.14.0	objects/sha256/33/33769b91e5bc82e4453766c957733fecc45cf6d0c696fe52c3cdb4084daa591e	lib/libfontconfig.so.1.14.0	lib/libfontconfig.so.1	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-020	20	COMP-FREETYPE-PROV-001	object:04723b724b36bd516936461d	FREETYPE-PROV-001	freetype-glibc	2.13.3	libfreetype.so.6.20.2	04723b724b36bd516936461db4ee32a692f15af7abb99cd52cd287afa36118cf	788368	libfreetype.so.6	lib/libfreetype.so.6.20.2	lib/libfreetype.so.6	libfreetype.so.6.20.2	SINGLE-object:04723b724b36bd516936461d	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-gtk-dependency-packages/freetype-glibc_2.13.3_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libfreetype.so.6.20.2	objects/sha256/04/04723b724b36bd516936461db4ee32a692f15af7abb99cd52cd287afa36118cf	lib/libfreetype.so.6.20.2	lib/libfreetype.so.6	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-021	21	COMP-FRIBIDI-PROV-001	object:71668fd02e89fa7546446bb7	FRIBIDI-PROV-001	fribidi-glibc	1.0.16	libfribidi.so.0.4.0	71668fd02e89fa7546446bb7961bb618f6d22e1506f7444bbea6788befbb7895	133080	libfribidi.so.0	lib/libfribidi.so.0.4.0	lib/libfribidi.so.0	libfribidi.so.0.4.0	SINGLE-object:71668fd02e89fa7546446bb7	V101_INDEXED_REPLACEMENT	gdrive:ChatGPT-Agent-Exchange/termux-native-desktop/user-results/termux-native-desktop-gtk3-v101-elf-validation-pipefail-boundary-20260725T172756Z-results.tar.zst	1ST696OLuGiBt_lLvJbXOt6EIT0X17Fy9	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	9b360f096afd8c464400a211feedc9ab20146b504415658c7a44c04cf6f026a0	candidate/private-pango-dependency-packages/fribidi-glibc_1.0.16_aarch64.deb	data/data/com.termux/files/usr/glibc/lib/libfribidi.so.0.4.0	objects/sha256/71/71668fd02e89fa7546446bb7961bb618f6d22e1506f7444bbea6788befbb7895	lib/libfribidi.so.0.4.0	lib/libfribidi.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
MAT-OBJ-022	22	COMP-GTK3-CORE-PROV-001-1	object:a237c3070ff1704f119cc318	GTK3-CORE-PROV-001	gtk3-glibc	3.24.49	libgdk-3.so.0.2417.32	a237c3070ff1704f119cc318b6b837a9430a350648476123c1be75ba768d415d	1367912	libgdk-3.so.0	lib/libgdk-3.so.0.2417.32	lib/libgdk-3.so.0	libgdk-3.so.0.2417.32	ATOMIC-GDK-GTK-2	EXISTING_DIGEST_BOUND_UNCHANGED	sha256:ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	-	ba0fa0e31cfea2a31f8065ecaccf998a49901c12aa5f62af978728ddd8f10b3a	EXISTING_AUTHORITY_DIGEST	EXISTING_AUTHORITY_RECORD	lib/libgdk-3.so.0.2417.32	objects/sha256/a2/a237c3070ff1704f119cc318b6b837a9430a350648476123c1be75ba768d415d	lib/libgdk-3.so.0.2417.32	lib/libgdk-3.so.0	SEPARATE_FUTURE_LOCAL_READ_ONLY_SUPPLY_MAP_BINDS_EXACT_REGULAR_FILE_PATH_OUTER_SHA_RESULT_INDEX_AND_CONTAINER_MEMBER_LOCATOR	STREAM_EXACT_MEMBER_TO_O_EXCL_NOFOLLOW_TEMP_VERIFY_SIZE_SHA_ELF_SONAME_THEN_FSYNC_CHMOD_0444_RENAME_TO_CONTENT_ADDRESS_NO_COPY_FALLBACK	CREATE_ONLY_AFTER_ALL_41_REGULARS_AND_ATOMIC_FAMILIES_VERIFY_RELATIVE_BASENAME_TARGET_NO_ABSOLUTE_OR_PARENT_COMPONENT	QUALIFIED_NON_EXECUTING_PLAN_ROW	READ_ONLY_DESIGN_ROW_ONLY_NO_LOCALIZATION_EXTRACTION_COPY_LINK_SYMLINK_OR_WRITE	PLAN_ROW_DOES_NOT_AUTHORIZE_PROVIDER_DOWNLOAD_LOCALIZATION_BYTE_READ_EXTRACTION_OBJECT_STORE_CREATION_GENERATION_WRITE_POPULATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
