root_review_id	recipe_root	recipe_tree	closure_lane_ids	requirement_ids	candidate_evidence_count	explicit_gap_requirement_ids	local_foundation_requirement_ids	receipt_review_state	closure_state	authority_state
generic-root-review:5cde09ffb57ae90a949d	gpkg/libxi	9be86de0575a2ae7c8e904d6724d07bacd96d099	GC-02;GC-03;GC-04;GC-06	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-002;AD-004;AD-006;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:68be7e5a4186aff4fd0d	gpkg/libsqlite	f40cf35fe65fe08cdcc5dc69d36e19c5bbcca408	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:6ea790cafac47e460e89	gpkg/util-linux	e91a0c476ef4355dbfff46e2bcab23d0085ddd01	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:706bd01fdd0555fcabc9	gpkg/harfbuzz	f353d5f116250f7bcab7ecf062cdb13728b0ecc8	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:778b62f6da21fd02f1bb	gpkg/libxkbcommon	5fda5da07e6b38230082785d352adc4e6fb9c4da	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:7ddd185f55bd2a91009e	gpkg/libdatrie	d773dbb3e0ad7eb29f323f75cb731e30eff66904	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:871a690716276e3765a2	gpkg/libxcomposite	5df15021d34e11560691926e2054272b5d3b6984	GC-02;GC-03;GC-04;GC-06	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-002;AD-004;AD-006;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:88cec59d1ec77cd9f7bd	gpkg/libthai	4943c66ff96eeddc0d6d05a57fb24418fb0cd7d2	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:89ca3d57915910fa5a81	gpkg/alsa-lib	56309a1362140190ab6b3cadd4725447d8a9eb59	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:8fba4c31866e5ce912d6	gpkg/libxinerama	0ecad3a5840978f10eb6964f073d0ffb6a1a69c0	GC-02;GC-03;GC-04;GC-06	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-002;AD-004;AD-006;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:9147ecc3cb3d2ae95b32	gpkg/libgnutls	8851cd93d2e7c823b86e3940d7b61fd1965594e6	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:ad4e1b984c7087426ee9	gpkg/libtasn1	3601f2ed3c9fd4d03c20c0d854d7b3aa05628482	GC-02;GC-03;GC-04;GC-06	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-002;AD-004;AD-006;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:af39bbec812180537c5a	gpkg/freetype	3a92f7895a8a4ef5cfe33fcc8b806acccffd0313	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:b2edb795edece4a59650	gpkg/libxfixes	14916897595c88d8dc9c346884799171c22b4c15	GC-02;GC-03;GC-04;GC-06	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-002;AD-004;AD-006;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:c38f6cb7aef89fe33a48	gpkg/fribidi	41ad596c81980f710112cd74d4f1b428cfbc6d6a	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:c59af7056fbbff435bc8	gpkg/glib	de335e6ba82f295978c17dcf3666a38bfd51538f	GC-02;GC-03;GC-04;GC-05;GC-06	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-003;AD-005;BA-001;BA-002;BA-004;BA-005;CF-001;CF-003;CF-004	AD-001;AD-002;AD-004;BA-003;CF-002	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:d5acfe552821242c8bec	gpkg/libcloudproviders	ca7597d86cb1610e64f209ff2b84c3ea13c4357a	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
generic-root-review:f358ae77e439240484e8	gpkg/libnettle	123402f8505f9f9af168f50f1d32f026f12be5f0	GC-02;GC-03;GC-04;GC-06	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-003;BA-001;BA-002;BA-004;BA-005	AD-001;AD-002;AD-004;BA-003	BOUNDED_GAP_CLOSURE_INPUTS_REVIEWED_INCOMPLETE	OPEN_EVIDENCE_REQUIRED	OPEN_NO_ACCEPTANCE
