coverage_kind	source_id	sequence	implementation_symbol	enforcement_layer	synthetic_case	current_state	authority_effect
STATE	LSAEP-ST-004	4	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-005	5	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-006	6	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-007	7	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-008	8	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-009	9	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-010	10	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-011	11	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-012	12	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-013	13	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-014	14	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-015	15	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-016	16	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-017	17	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
STATE	LSAEP-ST-018	18	_state_trace	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	all-negative-cases	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-001	1	_verify_package_context	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-002	2	_verify_source_contracts	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-003	3	_verify_owner_decision	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-004	4	_verify_owner_decision	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-005	5	_verify_owner_decision	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-006	6	_verify_baselines	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-007	7	_verify_baselines	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-008	8	_verify_executor	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-009	9	_verify_time_window	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-010	10	_verify_revocation_and_replay	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-011	11	_verify_revocation_and_replay	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-012	12	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-013	13	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-014	14	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-015	15	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-016	16	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-017	17	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-018	18	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-019	19	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-020	20	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-021	21	_validate_coordinate_rows	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-022	22	_build_coordinate_receipt	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-023	23	canonical_json_bytes	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-024	24	sha256_bytes	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-025	25	_build_token_candidate	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-026	26	_build_token_candidate	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-027	27	canonical_json_bytes	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-028	28	sha256_bytes	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-029	29	_verify_cross_bindings	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-030	30	_verify_protected_state	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-031	31	_build_success_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-032	32	_assert_zero_live_authority	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-033	33	_verify_protected_state	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-034	34	_verify_protected_state	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-035	35	_build_success_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
OPERATION	LSAEP-OP-036	36	_assert_synthetic_delivery_only	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	success	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-001	1	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	package-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-002	2	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	source-contract-mismatch	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-003	3	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	owner-effect-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-004	4	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	baseline-mismatch	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-005	5	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	executor-mismatch	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-006	6	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	time-window-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-007	7	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	revocation-mismatch	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-008	8	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	replay-detected	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-009	9	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	coordinate-count-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-010	10	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	coordinate-set-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-011	11	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	object-binding-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-012	12	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	path-syntax-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-013	13	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	path-uniqueness-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-014	14	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	coordinate-authority-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-015	15	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	serialization-failure	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-016	16	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	digest-mismatch	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-017	17	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	cross-binding-mismatch	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-018	18	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	output-scope-invalid	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-019	19	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	protected-state-changed	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
FAILURE	LSAEP-FAIL-020	20	_build_failure_report	IMPLEMENTATION_CANDIDATE_SYNTHETIC_ONLY	result-delivery-failure	MAPPED_NOT_LIVE	ZERO_LIVE_AUTHORITY
