acquisition_unit_id	object_review_id	evidence_row_id	identity_label	artifact_id	artifact_sha256	recipe_root	object_class	requirement_ids	candidate_input_count	missing_requirement_ids	receipt_review_state	completion_gate	final_provider_state	closure_state	authority_state	target_population_state
generic-object-acquisition:43aacb8c52a5fa2e60da	generic-object-review:05200a10be8fe8ed5235	selected:325be465ce7f532f8ff1	libXcomposite.so.1.0.0	generic-artifact:6dc0ea80780ab017ce1e	6dc0ea80780ab017ce1ec52c1c6d827a544f8d74746c1fc2165f67e2600f73bd	gpkg/libxcomposite	EXACT_MEMBER	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:4e8f5a1b9159b7d37807	generic-object-review:4fb85bf5b3875d51f2b8	selected:4a768de6fd1891617456	libpng16.so.16.48.0	generic-artifact:b2835404d3b0f54b75eb	b2835404d3b0f54b75eb464a58ad5eb46f2d64d4fe1167a7984031f0e990b33f	gpkg/libpng	ALIAS_TARGET_DRIFT	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:522b7fb41f0e5cf3faa9	generic-object-review:836f236bbab56b69bef1	selected:5909031aa9e67d50214b	libdatrie.so.1.4.0	generic-artifact:d553cf0a49e324e2595d	d553cf0a49e324e2595d17903d78aad8b28994a4f878c139f383e34a62592707	gpkg/libdatrie	EXACT_MEMBER	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:5e0549de3fc125fd18d4	generic-object-review:8238648a384d05a4a97b	selected:d8dfbc099c8bd2072e3f	libglib-2.0.so.0.8400.4	generic-artifact:d91fe1202c51f7e59b12	d91fe1202c51f7e59b120d3b475e24cdc2ac2cc28f2804e9bcf4919b775978e6	gpkg/glib	ALIAS_TARGET_DRIFT	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:708b3bfb8a6ab8c89287	generic-object-review:04b50f00464718fa02ec	selected:83bc985c49ec2d778e60	libXfixes.so.3.1.0	generic-artifact:23fe7f6003d9607db6af	23fe7f6003d9607db6af5c31b995616270c319f2af11ddcd6292facd43b25b66	gpkg/libxfixes	EXACT_MEMBER	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:89f5506f65de1fe3ce02	generic-object-review:83a504ea8dc0403c946b	selected:e8ccf42491e69aba6284	libcairo-gobject.so.2.11804.4	generic-artifact:3250dba4dc3312b4fcaa	3250dba4dc3312b4fcaa763c788614c63ba611ee82451224ba10da50622a0db2	gpkg/libcairo	ALIAS_TARGET_DRIFT	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:8efb4d375d8eb34f79c6	generic-object-review:4f7fe5692de493966070	selected:654806f659f7b97ba9d1	libfreetype.so.6.20.2	generic-artifact:8e1d9d34f13c6c95aba5	8e1d9d34f13c6c95aba5e9a5f636facc94e0ca7c073f68cf605858a499a54e7b	gpkg/freetype	EXACT_MEMBER	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:98f93aa0f54f30c84004	generic-object-review:f7cd8d1f2115948790df	selected:0eab80f8c75b58f5c92a	libxkbcommon.so.0.0.0	generic-artifact:e58eca6f9c0e0d068d80	e58eca6f9c0e0d068d80dabd3b289d6b1b4cdaa25fc91053d21392ecfbf54f97	gpkg/libxkbcommon	ALIAS_TARGET_DRIFT	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:9cdb78eadb06c3f48dd6	generic-object-review:5853922c25d94657bf0f	selected:5d210dfa49b6cf4c1077	libfribidi.so.0.4.0	generic-artifact:9e99711a88e10441c0ee	9e99711a88e10441c0eee7af77c64b9ee1a6c93484b0e16ac381ed242057219f	gpkg/fribidi	EXACT_MEMBER	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:aba8deac3fb18c2bc0fb	generic-object-review:de033a9cfea119d21aa3	selected:5112da4dd8080fe0687f	libdbus-1.so.3.38.3	generic-artifact:a1ee6a6519c54ebfcd61	a1ee6a6519c54ebfcd6157c89481265d5aafe2d7ddb25bd9df0d3308c3a9bda1	gpkg/dbus	ALIAS_TARGET_DRIFT	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:bbafcb9553131a515731	generic-object-review:069310d28c63e1a63e78	selected:9c9dbf2702e796a10c69	libtasn1.so.6.6.4	generic-artifact:51ed5e4d2e3fcd5ed966	51ed5e4d2e3fcd5ed96630635edf75ed6f50ecd4bafdcbed478bbd3822f6864b	gpkg/libtasn1	EXACT_MEMBER	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:bc35d621994d2e33681e	generic-object-review:d87c86abe4990b7ac346	selected:9f95a9cc7b1ea3e0cdc6	libgbm.so.1.0.0	generic-artifact:fc88e9a3b2ca583b6398	fc88e9a3b2ca583b639834ff9b6005df28b97e70f70e57b689f68548a94163ec	gpkg/mesa	EXACT_MEMBER	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:c67c0d26282d621fc99a	generic-object-review:fc085dca914b298d1356	selected:a7e42baafca8ed4717e3	libjpeg.so.62.3.0	generic-artifact:e672a721d7a949048cab	e672a721d7a949048cab5c7073ef0a0c05f627b8fc691ecc2d0adea6a5a5689e	gpkg/libjpeg-turbo	OBJECT_REQUIREMENT_BLOCKED	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005;OJ-001	0	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005;OJ-001	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:d1930c9e5caa39f78af2	generic-object-review:ee4a5877692db0f8091b	selected:8415133f42365efb9394	libgnutls.so.30.40.3	generic-artifact:e072748f2ddba21f0193	e072748f2ddba21f0193604132d578c406267931692c0291f1a87da1899980da	gpkg/libgnutls	EXACT_MEMBER	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:d1eb3bbd44d5457c0e38	generic-object-review:73f453d78aa059fd9048	selected:1ae5e5d5ff7893c87e25	libpango-1.0.so.0.5600.3	generic-artifact:7fdbef58f2a4fff712db	7fdbef58f2a4fff712db62b7fcd0cab0bde91373eb4d1d133e97e947b9f43084	gpkg/pango	ALIAS_TARGET_DRIFT	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:d5b1670125bedc411f91	generic-object-review:708105f7f5955823c305	selected:26a520f7c61bdc61e17c	libXinerama.so.1.0.0	generic-artifact:e849c9e0a6ea5f42d9cf	e849c9e0a6ea5f42d9cf3421aece4153cae17ed0c5d5df8ef7b9eee4d428db4d	gpkg/libxinerama	EXACT_MEMBER	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-002;AD-003;AD-004;AD-006;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:dbe0dbc52d69afe92494	generic-object-review:e833aa37b08d3afa5a5c	selected:6d981b8963608a8e0e6b	libhogweed.so.6.10	generic-artifact:8583729139206b5b11da	8583729139206b5b11da3b9e38934d90f5f632a8dd99b2f864dbdb6c37ad3e3f	gpkg/libnettle	EXACT_MEMBER	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	0	AD-001;AD-002;AD-003;AD-004;BA-001;BA-002;BA-003;BA-004;BA-005	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
generic-object-acquisition:dd07e998fc69566125cc	generic-object-review:0281572fbebd46151a77	selected:6052b6396205eed6dbb6	libgio-2.0.so.0.8400.4	generic-artifact:d91fe1202c51f7e59b12	d91fe1202c51f7e59b120d3b475e24cdc2ac2cc28f2804e9bcf4919b775978e6	gpkg/glib	ALIAS_TARGET_DRIFT	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	0	AD-001;AD-002;AD-003;AD-004;AD-005;BA-001;BA-002;BA-003;BA-004;BA-005;CF-001;CF-002;CF-003;CF-004	BOUNDED_ACQUISITION_INPUTS_REVIEWED_INCOMPLETE	ROOT_ACQUISITION_PREREQUISITES_PLUS_OBJECT_SPECIFIC_ACQUISITION_RECORDS_SEPARATELY_REVIEWED	UNRESOLVED	OPEN_EVIDENCE_SUPPLY_REQUIRED	OPEN_NO_ACCEPTANCE	UNPOPULATED
