issuance_id	request_id	root_review_id	recipe_root	recipe_tree	requirement_id	record_name	record_format	mandatory_fields	cross_record_binding	issued_request_locator	response_drop_locator	record_state	acceptance_state	claim_boundary
SUP02-ISSUE-26c46ad7612eb40ca721	SUP02-CER-26c46ad7612eb40ca721	generic-root-review:26c46ad7612eb40ca721	gpkg/fontconfig	c5c62dc15d6a897251c88cb7c2306b2a12dd16ba	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-26c46ad7612eb40ca721	evidence-supply/responses/SUP-02/SUP02-CER-26c46ad7612eb40ca721/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-26c46ad7612eb40ca721	SUP02-CER-26c46ad7612eb40ca721	generic-root-review:26c46ad7612eb40ca721	gpkg/fontconfig	c5c62dc15d6a897251c88cb7c2306b2a12dd16ba	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-26c46ad7612eb40ca721	evidence-supply/responses/SUP-02/SUP02-CER-26c46ad7612eb40ca721/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-2f6c3972ae083cff8dd2	SUP02-CER-2f6c3972ae083cff8dd2	generic-root-review:2f6c3972ae083cff8dd2	gpkg/libepoxy	bb827daab0491d4ff49c822f96dd4bbb80102ef0	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-2f6c3972ae083cff8dd2	evidence-supply/responses/SUP-02/SUP02-CER-2f6c3972ae083cff8dd2/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-2f6c3972ae083cff8dd2	SUP02-CER-2f6c3972ae083cff8dd2	generic-root-review:2f6c3972ae083cff8dd2	gpkg/libepoxy	bb827daab0491d4ff49c822f96dd4bbb80102ef0	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-2f6c3972ae083cff8dd2	evidence-supply/responses/SUP-02/SUP02-CER-2f6c3972ae083cff8dd2/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-2f6c3972ae083cff8dd2	SUP02-CER-2f6c3972ae083cff8dd2	generic-root-review:2f6c3972ae083cff8dd2	gpkg/libepoxy	bb827daab0491d4ff49c822f96dd4bbb80102ef0	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-2f6c3972ae083cff8dd2	evidence-supply/responses/SUP-02/SUP02-CER-2f6c3972ae083cff8dd2/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-3d9be682f93850cf8f44	SUP02-CER-3d9be682f93850cf8f44	generic-root-review:3d9be682f93850cf8f44	gpkg/mesa	722eafd0258762f44c50228b3b66cc7a29cfcb3e	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-3d9be682f93850cf8f44	evidence-supply/responses/SUP-02/SUP02-CER-3d9be682f93850cf8f44/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-3d9be682f93850cf8f44	SUP02-CER-3d9be682f93850cf8f44	generic-root-review:3d9be682f93850cf8f44	gpkg/mesa	722eafd0258762f44c50228b3b66cc7a29cfcb3e	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-3d9be682f93850cf8f44	evidence-supply/responses/SUP-02/SUP02-CER-3d9be682f93850cf8f44/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-3d9be682f93850cf8f44	SUP02-CER-3d9be682f93850cf8f44	generic-root-review:3d9be682f93850cf8f44	gpkg/mesa	722eafd0258762f44c50228b3b66cc7a29cfcb3e	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-3d9be682f93850cf8f44	evidence-supply/responses/SUP-02/SUP02-CER-3d9be682f93850cf8f44/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-4a78f00ce210555e73bc	SUP02-CER-4a78f00ce210555e73bc	generic-root-review:4a78f00ce210555e73bc	gpkg/p11-kit	ad0661176a924458c36e3d6243aa83a52fe0fd55	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-4a78f00ce210555e73bc	evidence-supply/responses/SUP-02/SUP02-CER-4a78f00ce210555e73bc/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-4a78f00ce210555e73bc	SUP02-CER-4a78f00ce210555e73bc	generic-root-review:4a78f00ce210555e73bc	gpkg/p11-kit	ad0661176a924458c36e3d6243aa83a52fe0fd55	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-4a78f00ce210555e73bc	evidence-supply/responses/SUP-02/SUP02-CER-4a78f00ce210555e73bc/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-4a78f00ce210555e73bc	SUP02-CER-4a78f00ce210555e73bc	generic-root-review:4a78f00ce210555e73bc	gpkg/p11-kit	ad0661176a924458c36e3d6243aa83a52fe0fd55	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-4a78f00ce210555e73bc	evidence-supply/responses/SUP-02/SUP02-CER-4a78f00ce210555e73bc/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-4cbb42bdf636a480b0f6	SUP02-CER-4cbb42bdf636a480b0f6	generic-root-review:4cbb42bdf636a480b0f6	gpkg/dbus	d7c789ccea51cdb6d13196fd106f32daf6c75822	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-4cbb42bdf636a480b0f6	evidence-supply/responses/SUP-02/SUP02-CER-4cbb42bdf636a480b0f6/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-4cbb42bdf636a480b0f6	SUP02-CER-4cbb42bdf636a480b0f6	generic-root-review:4cbb42bdf636a480b0f6	gpkg/dbus	d7c789ccea51cdb6d13196fd106f32daf6c75822	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-4cbb42bdf636a480b0f6	evidence-supply/responses/SUP-02/SUP02-CER-4cbb42bdf636a480b0f6/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-4cbb42bdf636a480b0f6	SUP02-CER-4cbb42bdf636a480b0f6	generic-root-review:4cbb42bdf636a480b0f6	gpkg/dbus	d7c789ccea51cdb6d13196fd106f32daf6c75822	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-4cbb42bdf636a480b0f6	evidence-supply/responses/SUP-02/SUP02-CER-4cbb42bdf636a480b0f6/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-54ab99c9280e70c43600	SUP02-CER-54ab99c9280e70c43600	generic-root-review:54ab99c9280e70c43600	gpkg/libxcursor	bb2495e04b246f60203d48720225ef13fa8a25bf	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-54ab99c9280e70c43600	evidence-supply/responses/SUP-02/SUP02-CER-54ab99c9280e70c43600/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-54ab99c9280e70c43600	SUP02-CER-54ab99c9280e70c43600	generic-root-review:54ab99c9280e70c43600	gpkg/libxcursor	bb2495e04b246f60203d48720225ef13fa8a25bf	BA-002	build-environment-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_tree;build_run_id;host_os;host_kernel;host_arch;toolchain_components;toolchain_digests;dependency_lock_or_snapshot;container_or_vm_image_digest;relevant_environment;source_date_epoch;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-54ab99c9280e70c43600	evidence-supply/responses/SUP-02/SUP02-CER-54ab99c9280e70c43600/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-54ab99c9280e70c43600	SUP02-CER-54ab99c9280e70c43600	generic-root-review:54ab99c9280e70c43600	gpkg/libxcursor	bb2495e04b246f60203d48720225ef13fa8a25bf	BA-003	build-output-manifest.tsv	TSV_WITH_ROWS	request_id;root_review_id;recipe_root;recipe_tree;build_run_id;package_name;package_version;package_revision;artifact_path;artifact_sha256;member_path;member_sha256;member_elf_soname;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-54ab99c9280e70c43600	evidence-supply/responses/SUP-02/SUP02-CER-54ab99c9280e70c43600/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
SUP02-ISSUE-59aa2f063b98cf767441	SUP02-CER-59aa2f063b98cf767441	generic-root-review:59aa2f063b98cf767441	gpkg/libjpeg-turbo	cb58a7c1d7f4a1f89d036e4c80da596c0c61234c	BA-001	build-invocation-record.json	JSON_OBJECT	schema_version;request_id;root_review_id;recipe_root;recipe_tree;build_run_id;build_started_at_utc;build_finished_at_utc;working_directory;invocation_argv;input_source_digests;build_script_digest;custodian_identity;immutable_locator_or_signed_envelope	request_id;root_review_id;recipe_tree;build_run_id;custodian_identity;immutable_locator_or_signed_envelope	custodian-export-request-issuance.tsv#request_id=SUP02-CER-59aa2f063b98cf767441	evidence-supply/responses/SUP-02/SUP02-CER-59aa2f063b98cf767441/	ISSUED_REQUIRED_NOT_SUPPLIED	OPEN_NO_ACCEPTANCE	CUSTODIAN_EXPORT_REQUEST_ISSUANCE_ONLY_NO_RESPONSE_BUILD_ATTESTATION_OR_AUTHORITY_EFFECT
