row_scope	identity_key	identity_label	fg	review	disposition	canonical_registry_ref	authority_issue_ids	authority
OBJECT:SEMANTIC	selected:4b1c2718defbff49e8bf	libbz2.so.1.0.8	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:93de8c4bb245b253dfc35734	AUTH-003	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:26b43bfef72cfc877f24	libcap.so.2.69	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:e86d7a0f2c3be107c901c4c3	AUTH-003;AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:87750cf46616db4ba0f1	libcom_err.so.2.1	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:54d50134426dc7a92595c944	AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:c122af7e5dd0503cfd4a	libdrm.so.2.124.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:9cca00af0761fdaf9e29d1ee	AUTH-005	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:9b67e335d60927004eaa	libexpat.so.1.10.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_BASE_PRESSURE	object:48f8acf398ac16610f175b58	AUTH-009	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:74956b4ff456366345bf	libffi.so.8.1.4	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:79a8128d9967c2a2fdc73416	AUTH-003;AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:e97588cf8165c6be7ff8	libgcc_s.so.1	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_BASE_PRESSURE	object:22d5db25fece632754f7a0fb	AUTH-009	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:b43cacac7f916892c956	libgmp.so.10.5.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:3c819f7e21c052411be1fa98	AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:c140680c37ea91583f9a	libgssapi_krb5.so.2.2	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:bd49087ccf47689e2badf203	AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:45f912b46453a9ba2e3d	libidn2.so.0.4.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:578e986a2ad698ae4063d218	AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:5af8d254bb4f5f98b907	libk5crypto.so.3.1	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:0b323de9cae8be56bb950f6e	AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:76fc1a69ba48351da14d	libkrb5.so.3.3	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:1aa7548de3759b97324cd8c0	AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:4176ffe9b032818d53b8	libkrb5support.so.0.1	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:e502dd3c7ee2526e1093dc6f	AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:3512b3932a20f0c55eef	libpcre2-8.so.0.14.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:c3656101f42f24ed0043c0fe	AUTH-003	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:a87bb0ebfae66d0c45c7	libunistring.so.5.2.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:4a793b4fed75b236775f74dd	AUTH-004	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:44dec56d061cefaae918	libwayland-client.so.0.23.1	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:8a6f8fad77f495d7a0947ae6	AUTH-003	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:f46e2ef79c08b615a4a1	libwayland-cursor.so.0.23.1	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:57e7e3396724848d94c04c4a	AUTH-003	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:dd9175232a65f32a7859	libwayland-egl.so.1.23.1	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:eb3060f4c34f9e1f10b249fd	AUTH-003	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:d7a006bd7255eb7528fa	libxcb-render.so.0.0.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_BASE_PRESSURE	object:1a86c1656e55d68baa3b11cb	AUTH-005	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:1db3e19f8149cb08a78c	libxcb-shm.so.0.0.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_BASE_PRESSURE	object:e4e455da0829126d0fc2a4c2	AUTH-005	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:4efe5ad7a1626aef3dac	libxcb.so.1.1.0	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_BASE_PRESSURE	object:b57cfc342b0efd864caa8677	AUTH-005	FINAL_PROVIDER_OPEN
OBJECT:SEMANTIC	selected:4f5c5fdcf7509a428f86	libz.so.1.3.1	FG_COPIED_ELF	PRIORITY	BOUNDED_PRIORITY_PROVIDER_OBJECT_CONDITIONAL	object:6835963ff1be924f73cdd59f	AUTH-005;AUTH-003;AUTH-004	FINAL_PROVIDER_OPEN
