row_scope	identity_key	identity_label	fg	review	disposition	canonical_registry_ref	authority_issue_ids	authority
OBJECT:SEMANTIC	selected:36e7af00d16415ae9efa	libatspi.so.0.0.1	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:35b1c9007c3c83cca870	libavahi-client.so.3.2.9	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:3dcc0e9505902abee7cd	libavahi-common.so.3.5.4	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:e8ccf42491e69aba6284	libcairo-gobject.so.2.11804.4	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:553839925ebeb658612d	libcairo.so.2.11804.4	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:b912b41387c558b52895	libcloudproviders.so.0.3.6	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:abf1f2bcc689273af482	libcups.so.2	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:5909031aa9e67d50214b	libdatrie.so.1.4.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:5112da4dd8080fe0687f	libdbus-1.so.3.38.3	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004;AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:0802b57eadc2dd33925a	libepoxy.so.0.0.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:33fe337448a19e2c6f2f	libfontconfig.so.1.12.1	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:654806f659f7b97ba9d1	libfreetype.so.6.20.2	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:5d210dfa49b6cf4c1077	libfribidi.so.0.4.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:3b13f088b32606984a58	libgdk-3.so.0.2417.32	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:b577593923c28a50a012	libgdk_pixbuf-2.0.so.0.4200.12	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:6052b6396205eed6dbb6	libgio-2.0.so.0.8400.4	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:d8dfbc099c8bd2072e3f	libglib-2.0.so.0.8400.4	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:6e7f73b2a1ff4758f39a	libgmodule-2.0.so.0.8400.4	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:8415133f42365efb9394	libgnutls.so.30.40.3	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:1997bce83f1eb5ffef9a	libgobject-2.0.so.0.8400.4	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:5de74dd687fd1dd5ee3a	libgraphite2.so.3.2.1	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:7bf9d7a4d1980f5e0a95	libgtk-3.so.0.2417.32	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:c41cd8cc82847fba1410	libharfbuzz.so.0.61020.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:6d981b8963608a8e0e6b	libhogweed.so.6.10	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:a7e42baafca8ed4717e3	libjpeg.so.62.3.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:ff6dae6f57afefe0d2b1	libmount.so.1.1.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:1db5922d01fc2d9e4533	libnettle.so.8.10	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:4aa35ed7433cf18f6fa8	libnspr4.so	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:01549b41d2566811cf1a	libnss3.so	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:1c56bc12a7e9c1f5a436	libnssutil3.so	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:f81e2ae2dd9ff402c2fc	libp11-kit.so.0.4.1	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:1ae5e5d5ff7893c87e25	libpango-1.0.so.0.5600.3	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:d73a4eb5d9d5ee688632	libpangocairo-1.0.so.0.5600.3	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:beb2bb532f0a84c2835f	libpangoft2-1.0.so.0.5600.3	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:84b77925eeb02b53f18e	libpixman-1.so.0.44.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:55a067b8e47e3b0ae140	libplc4.so	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:24c8cbbad1b138adae0c	libplds4.so	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:4a768de6fd1891617456	libpng16.so.16.48.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:7e82ba054b7d9f26f80e	libselinux.so.1	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:8051b47090a20ef3ee6e	libsmime3.so	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:941f74c36395eb5983c4	libsystemd.so.0.40.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004;AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:9c9dbf2702e796a10c69	libtasn1.so.6.6.4	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-004	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:fec77ea4c45ec1a2990d	libthai.so.0.3.1	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:263d670b285ce1ec825f	libudev.so.1.7.10	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
OBJECT:SEMANTIC	selected:0eab80f8c75b58f5c92a	libxkbcommon.so.0.0.0	FG_COPIED_ELF	OUTSIDE	NON_PRIORITY_PROVIDER_AUTHORITY_OPEN	-	AUTH-009	UNREVIEWED_FINAL_PROVIDER
